timestamp,temperature,humidity,wind_speed,precipitation
2025-01-01T01:31:00.000000,3.5,64.72,0.04,0.0
2025-01-01T01:32:00.000000,6.5,70.75,9.86,0.0
2025-01-01T01:33:00.000000,8.23,69.27,12.69,0.0
2025-01-01T01:34:00.000000,6.62,62.31,7.58,0.0
2025-01-01T01:35:00.000000,8.8,73.54,10.25,1.719
2025-01-01T01:36:00.000000,7.57,58.31,0.48,0.0
2025-01-01T01:37:00.000000,6.4,60.29,2.75,0.0
2025-01-01T01:38:00.000000,5.68,68.73,1.48,0.0
2025-01-01T01:39:00.000000,6.3,69.7,2.94,0.0
2025-01-01T01:40:00.000000,10.0,77.53,6.51,0.0
2025-01-01T01:41:00.000000,4.16,69.06,15.21,0.0
2025-01-01T01:42:00.000000,6.47,61.48,13.81,0.0
2025-01-01T01:43:00.000000,4.78,64.73,8.89,0.0
2025-01-01T01:44:00.000000,8.67,59.7,0.41,0.0
2025-01-01T01:45:00.000000,6.91,63.28,3.26,0.0
2025-01-01T01:46:00.000000,3.45,73.8,3.32,0.0
2025-01-01T01:47:00.000000,7.04,68.87,0.27,0.0
2025-01-01T01:48:00.000000,4.55,59.52,6.0,0.0
2025-01-01T01:49:00.000000,4.62,65.32,0.31,0.0
2025-01-01T01:50:00.000000,9.21,62.12,3.14,0.0
2025-01-01T01:51:00.000000,7.07,69.86,0.91,0.0
2025-01-01T01:52:00.000000,8.75,58.1,6.72,0.0
2025-01-01T01:53:00.000000,7.21,71.78,2.89,0.0
2025-01-01T01:54:00.000000,6.93,64.81,6.21,0.0
2025-01-01T01:55:00.000000,7.3,79.26,9.14,0.0
2025-01-01T01:56:00.000000,2.62,74.07,5.96,0.0
2025-01-01T01:57:00.000000,5.95,62.58,5.56,0.0
2025-01-01T01:58:00.000000,5.47,59.02,0.37,0.0
2025-01-01T01:59:00.000000,4.44,72.19,2.51,0.0
2025-01-01T02:00:00.000000,6.29,63.58,2.32,0.0
2025-01-01T02:01:00.000000,4.33,69.01,0.66,0.0
2025-01-01T02:02:00.000000,7.97,79.59,4.8,0.0
2025-01-01T02:03:00.000000,7.24,73.9,0.84,0.0
2025-01-01T02:04:00.000000,7.46,74.76,7.57,0.0
2025-01-01T02:05:00.000000,6.04,76.82,28.3,0.0
2025-01-01T02:06:00.000000,10.81,73.74,0.58,0.0
2025-01-01T02:07:00.000000,9.86,80.38,2.98,0.0
2025-01-01T02:08:00.000000,4.79,69.74,1.32,0.0
2025-01-01T02:09:00.000000,11.05,69.28,6.34,0.0
2025-01-01T02:10:00.000000,5.9,68.95,0.76,0.0
2025-01-01T02:11:00.000000,5.41,73.09,8.68,0.0
2025-01-01T02:12:00.000000,8.63,65.33,7.82,0.0
2025-01-01T02:13:00.000000,6.58,66.83,10.11,0.0
2025-01-01T02:14:00.000000,7.34,62.45,0.27,0.0
2025-01-01T02:15:00.000000,9.33,71.78,1.01,0.0
2025-01-01T02:16:00.000000,5.65,81.07,4.8,0.0
2025-01-01T02:17:00.000000,4.23,84.24,5.31,0.0
2025-01-01T02:18:00.000000,7.58,64.91,0.68,0.0
2025-01-01T02:19:00.000000,0.58,72.63,0.97,0.0
2025-01-01T02:20:00.000000,6.22,69.62,9.09,0.0
2025-01-01T02:21:00.000000,4.65,72.22,1.75,0.0
2025-01-01T02:22:00.000000,6.63,68.4,17.61,0.0
2025-01-01T02:23:00.000000,4.38,70.9,8.56,0.0
2025-01-01T02:24:00.000000,8.74,70.3,4.9,0.0
2025-01-01T02:25:00.000000,4.31,69.95,4.46,0.0
2025-01-01T02:26:00.000000,7.68,65.3,4.35,0.0
2025-01-01T02:27:00.000000,7.84,67.05,12.77,0.0
2025-01-01T02:28:00.000000,7.37,74.87,6.45,0.0
2025-01-01T02:29:00.000000,6.93,73.68,6.21,0.0
2025-01-01T02:30:00.000000,7.31,64.45,3.61,0.0
2025-01-01T02:31:00.000000,7.69,73.6,2.08,0.0
2025-01-01T02:32:00.000000,4.2,69.87,1.34,0.0
2025-01-01T02:33:00.000000,7.42,67.69,5.5,0.0
2025-01-01T02:34:00.000000,5.16,81.15,4.12,0.0
2025-01-01T02:35:00.000000,6.36,63.53,12.11,0.0
2025-01-01T02:36:00.000000,7.29,77.67,1.79,0.0
2025-01-01T02:37:00.000000,3.45,80.43,4.28,0.0
2025-01-01T02:38:00.000000,5.62,79.09,0.2,0.0
2025-01-01T02:39:00.000000,7.82,69.56,1.59,0.0
2025-01-01T02:40:00.000000,8.75,72.57,3.02,0.0
2025-01-01T02:41:00.000000,3.98,71.97,0.92,0.0
2025-01-01T02:42:00.000000,5.69,71.95,2.41,0.0
2025-01-01T02:43:00.000000,3.41,67.24,1.66,0.0
2025-01-01T02:44:00.000000,10.65,76.81,4.52,0.0
2025-01-01T02:45:00.000000,7.31,73.04,0.98,0.0
2025-01-01T02:46:00.000000,6.34,74.22,4.44,0.0
2025-01-01T02:47:00.000000,8.2,68.19,4.33,0.0
2025-01-01T02:48:00.000000,6.9,73.82,4.57,0.0
2025-01-01T02:49:00.000000,7.67,69.81,0.08,0.0
2025-01-01T02:50:00.000000,6.79,80.77,5.21,0.0
2025-01-01T02:51:00.000000,3.89,74.66,15.62,0.0
2025-01-01T02:52:00.000000,8.09,79.02,0.06,0.0
2025-01-01T02:53:00.000000,10.95,76.73,7.96,0.0
2025-01-01T02:54:00.000000,11.5,73.77,0.7,0.0
2025-01-01T02:55:00.000000,9.07,64.56,6.81,0.0
2025-01-01T02:56:00.000000,8.02,78.0,3.48,0.0
2025-01-01T02:57:00.000000,6.76,70.47,7.0,0.0
2025-01-01T02:58:00.000000,9.9,72.65,13.63,0.0
2025-01-01T02:59:00.000000,4.0,75.78,5.58,0.0
2025-01-01T03:00:00.000000,5.8,75.75,3.72,0.0
2025-01-01T03:01:00.000000,9.55,72.81,0.04,0.0
2025-01-01T03:02:00.000000,7.05,65.76,0.44,0.0
2025-01-01T03:03:00.000000,5.08,73.51,3.87,0.0
2025-01-01T03:04:00.000000,10.05,65.95,1.73,0.0
2025-01-01T03:05:00.000000,11.22,73.66,0.87,0.0
2025-01-01T03:06:00.000000,4.72,67.24,8.51,0.0
2025-01-01T03:07:00.000000,10.67,64.62,4.93,0.0
2025-01-01T03:08:00.000000,7.23,70.67,3.54,1.315
2025-01-01T03:09:00.000000,10.12,66.4,0.9,8.663
2025-01-01T03:10:00.000000,4.52,77.24,13.89,0.0
2025-01-01T03:11:00.000000,6.42,76.05,1.3,0.0
2025-01-01T03:12:00.000000,7.2,74.88,3.5,0.0
2025-01-01T03:13:00.000000,14.39,71.28,3.34,0.0
2025-01-01T03:14:00.000000,7.23,67.51,0.58,0.0
2025-01-01T03:15:00.000000,7.7,71.37,1.27,0.0
2025-01-01T03:16:00.000000,7.47,79.07,2.86,0.0
2025-01-01T03:17:00.000000,8.35,78.87,0.7,0.0
2025-01-01T03:18:00.000000,9.28,70.63,2.09,0.0
2025-01-01T03:19:00.000000,10.55,74.62,4.92,0.0
2025-01-01T03:20:00.000000,9.56,72.16,14.23,0.0
2025-01-01T03:21:00.000000,9.63,80.67,2.1,0.0
2025-01-01T03:22:00.000000,7.87,86.52,5.94,0.0
2025-01-01T03:23:00.000000,10.33,72.68,2.0,0.0
2025-01-01T03:24:00.000000,5.13,89.1,0.75,0.0
2025-01-01T03:25:00.000000,7.41,78.49,4.87,0.0
2025-01-01T03:26:00.000000,9.44,72.64,0.66,0.0
2025-01-01T03:27:00.000000,7.78,79.66,6.43,0.0
2025-01-01T03:28:00.000000,7.64,74.09,1.36,0.0
2025-01-01T03:29:00.000000,5.67,80.73,1.18,0.0
2025-01-01T03:30:00.000000,12.93,79.81,0.59,0.0
2025-01-01T03:31:00.000000,8.68,85.92,1.51,0.0
2025-01-01T03:32:00.000000,7.4,76.78,31.33,0.0
2025-01-01T03:33:00.000000,13.42,84.46,1.35,0.0
2025-01-01T03:34:00.000000,5.35,75.56,6.36,0.0
2025-01-01T03:35:00.000000,8.77,79.25,5.79,0.0
2025-01-01T03:36:00.000000,6.74,71.11,1.47,0.0
2025-01-01T03:37:00.000000,9.81,69.64,25.67,0.0
2025-01-01T03:38:00.000000,11.92,79.69,4.82,0.0
2025-01-01T03:39:00.000000,6.02,68.07,2.66,0.0
2025-01-01T03:40:00.000000,6.73,78.63,23.02,0.0
2025-01-01T03:41:00.000000,9.95,79.11,9.76,0.0
2025-01-01T03:42:00.000000,8.05,78.88,1.11,0.0
2025-01-01T03:43:00.000000,9.63,74.06,0.71,1.711
2025-01-01T03:44:00.000000,12.8,79.32,0.96,0.0
2025-01-01T03:45:00.000000,10.59,73.56,4.75,0.0
2025-01-01T03:46:00.000000,8.18,76.72,1.55,0.0
2025-01-01T03:47:00.000000,8.82,64.98,2.2,0.074
2025-01-01T03:48:00.000000,8.71,74.44,6.16,0.0
2025-01-01T03:49:00.000000,11.35,82.89,1.42,0.0
2025-01-01T03:50:00.000000,9.72,80.73,0.08,0.0
2025-01-01T03:51:00.000000,9.28,75.07,2.34,0.0
2025-01-01T03:52:00.000000,9.7,81.23,0.67,0.0
2025-01-01T03:53:00.000000,9.18,79.72,4.88,0.0
2025-01-01T03:54:00.000000,12.24,72.01,0.7,0.0
2025-01-01T03:55:00.000000,9.83,73.81,4.36,0.0
2025-01-01T03:56:00.000000,8.8,73.61,0.41,0.0
2025-01-01T03:57:00.000000,12.4,76.74,1.66,0.0
2025-01-01T03:58:00.000000,9.12,74.25,4.65,0.0
2025-01-01T03:59:00.000000,8.58,77.42,0.41,0.0
2025-01-01T04:00:00.000000,9.3,78.82,1.82,0.0
2025-01-01T04:01:00.000000,9.22,74.16,2.86,0.0
2025-01-01T04:02:00.000000,9.99,80.82,3.02,0.0
2025-01-01T04:03:00.000000,8.35,76.03,0.23,0.0
2025-01-01T04:04:00.000000,13.01,70.84,0.67,0.0
2025-01-01T04:05:00.000000,9.91,78.39,11.24,0.0
2025-01-01T04:06:00.000000,10.23,74.82,4.33,0.0
2025-01-01T04:07:00.000000,8.01,76.89,13.9,0.0
2025-01-01T04:08:00.000000,8.37,75.66,3.54,0.0
2025-01-01T04:09:00.000000,9.53,84.57,3.63,0.0
2025-01-01T04:10:00.000000,9.59,78.71,2.9,0.0
2025-01-01T04:11:00.000000,8.12,73.43,5.46,0.0
2025-01-01T04:12:00.000000,14.16,86.9,0.23,0.0
2025-01-01T04:13:00.000000,9.55,70.61,2.92,0.0
2025-01-01T04:14:00.000000,9.48,78.1,0.48,0.0
2025-01-01T04:15:00.000000,9.21,82.38,0.79,0.0
2025-01-01T04:16:00.000000,11.32,80.45,16.0,0.0
2025-01-01T04:17:00.000000,12.28,70.42,6.29,0.0
2025-01-01T04:18:00.000000,7.65,78.05,2.32,0.0
2025-01-01T04:19:00.000000,9.9,79.42,4.48,0.0
2025-01-01T04:20:00.000000,10.52,75.52,1.3,0.098
2025-01-01T04:21:00.000000,9.98,86.91,0.85,0.0
2025-01-01T04:22:00.000000,10.3,71.18,2.12,0.0
2025-01-01T04:23:00.000000,8.39,73.04,11.09,0.0
2025-01-01T04:24:00.000000,10.87,85.08,1.33,3.564
2025-01-01T04:25:00.000000,12.3,81.49,6.65,0.0
2025-01-01T04:26:00.000000,10.94,73.21,1.44,0.0
2025-01-01T04:27:00.000000,9.33,72.0,4.53,0.0
2025-01-01T04:28:00.000000,14.48,70.91,0.14,0.0
2025-01-01T04:29:00.000000,10.12,83.21,0.25,0.0
2025-01-01T04:30:00.000000,12.22,84.08,3.06,0.0
2025-01-01T04:31:00.000000,9.37,75.68,1.05,0.0
2025-01-01T04:32:00.000000,14.28,70.49,1.49,0.0
2025-01-01T04:33:00.000000,9.68,82.22,4.93,0.0
2025-01-01T04:34:00.000000,12.98,78.27,1.57,0.0
2025-01-01T04:35:00.000000,10.42,77.16,1.13,0.0
2025-01-01T04:36:00.000000,12.86,72.08,4.44,0.0
2025-01-01T04:37:00.000000,15.63,79.03,0.43,0.0
2025-01-01T04:38:00.000000,14.42,72.23,16.63,0.0
2025-01-01T04:39:00.000000,13.98,76.17,21.94,0.0
2025-01-01T04:40:00.000000,8.16,77.66,12.88,0.0
2025-01-01T04:41:00.000000,13.29,83.3,32.34,0.0
2025-01-01T04:42:00.000000,8.03,77.08,5.14,0.0
2025-01-01T04:43:00.000000,13.69,80.02,2.62,0.0
2025-01-01T04:44:00.000000,12.13,84.08,7.95,0.0
2025-01-01T04:45:00.000000,9.22,76.17,12.79,0.0
2025-01-01T04:46:00.000000,9.17,76.76,7.54,0.0
2025-01-01T04:47:00.000000,10.14,77.85,10.86,0.0
2025-01-01T04:48:00.000000,11.5,76.07,0.52,0.0
2025-01-01T04:49:00.000000,12.7,84.58,12.39,0.0
2025-01-01T04:50:00.000000,11.33,83.41,3.74,0.0
2025-01-01T04:51:00.000000,10.74,89.53,6.89,0.0
2025-01-01T04:52:00.000000,13.64,76.3,2.4,0.0
2025-01-01T04:53:00.000000,12.64,83.09,0.25,0.0
2025-01-01T04:54:00.000000,15.51,80.11,3.11,0.0
2025-01-01T04:55:00.000000,14.71,69.59,3.32,0.0
2025-01-01T04:56:00.000000,14.72,75.97,18.97,0.0
2025-01-01T04:57:00.000000,12.83,83.68,0.24,0.0
2025-01-01T04:58:00.000000,11.8,80.27,6.57,0.0
2025-01-01T04:59:00.000000,10.98,75.46,2.94,0.0
2025-01-01T05:00:00.000000,11.8,80.87,3.2,0.0
2025-01-01T05:01:00.000000,14.32,75.53,2.08,0.0
2025-01-01T05:02:00.000000,12.68,74.57,1.26,0.0
2025-01-01T05:03:00.000000,14.4,85.66,18.88,0.0
2025-01-01T05:04:00.000000,11.12,84.64,19.86,0.0
2025-01-01T05:05:00.000000,11.66,88.76,5.28,0.193
2025-01-01T05:06:00.000000,12.24,82.87,0.85,0.0
2025-01-01T05:07:00.000000,11.1,80.82,1.98,0.0
2025-01-01T05:08:00.000000,12.51,76.51,3.22,0.0
2025-01-01T05:09:00.000000,11.94,81.44,0.02,0.0
2025-01-01T05:10:00.000000,11.65,76.94,0.66,0.0
2025-01-01T05:11:00.000000,14.14,75.08,6.82,0.0
2025-01-01T05:12:00.000000,13.91,82.19,11.38,0.0
2025-01-01T05:13:00.000000,11.44,79.79,8.69,0.0
2025-01-01T05:14:00.000000,11.02,84.24,21.14,0.0
2025-01-01T05:15:00.000000,12.36,80.2,11.51,0.0
2025-01-01T05:16:00.000000,16.11,83.44,2.54,0.0
2025-01-01T05:17:00.000000,14.22,85.04,15.62,0.0
2025-01-01T05:18:00.000000,15.73,86.21,11.18,0.0
2025-01-01T05:19:00.000000,12.19,78.78,9.31,0.0
2025-01-01T05:20:00.000000,13.14,86.65,5.83,0.0
2025-01-01T05:21:00.000000,11.38,77.92,0.12,0.0
2025-01-01T05:22:00.000000,10.81,71.84,5.11,0.0
2025-01-01T05:23:00.000000,14.15,81.19,8.56,0.0
2025-01-01T05:24:00.000000,12.25,72.55,2.07,0.0
2025-01-01T05:25:00.000000,13.03,80.25,2.71,0.0
2025-01-01T05:26:00.000000,16.61,73.19,2.88,0.0
2025-01-01T05:27:00.000000,12.91,73.95,1.09,0.0
2025-01-01T05:28:00.000000,10.48,82.05,11.65,0.0
2025-01-01T05:29:00.000000,13.36,80.96,1.92,0.0
2025-01-01T05:30:00.000000,12.23,83.87,1.4,0.0
2025-01-01T05:31:00.000000,14.26,80.91,1.47,0.0
2025-01-01T05:32:00.000000,12.54,83.6,0.52,0.0
2025-01-01T05:33:00.000000,14.67,81.56,4.0,0.0
2025-01-01T05:34:00.000000,15.27,77.33,9.32,0.0
2025-01-01T05:35:00.000000,14.66,74.92,2.64,0.0
2025-01-01T05:36:00.000000,11.67,78.16,1.68,0.0
2025-01-01T05:37:00.000000,11.82,91.19,0.77,0.0
2025-01-01T05:38:00.000000,14.69,71.28,5.28,0.0
2025-01-01T05:39:00.000000,11.62,81.34,0.45,0.0
2025-01-01T05:40:00.000000,12.08,86.67,13.54,0.0
2025-01-01T05:41:00.000000,9.21,81.01,24.52,1.022
2025-01-01T05:42:00.000000,12.52,78.39,1.09,0.0
2025-01-01T05:43:00.000000,18.93,75.88,2.17,0.0
2025-01-01T05:44:00.000000,14.77,85.76,4.57,0.0
2025-01-01T05:45:00.000000,14.37,85.68,2.59,0.0
2025-01-01T05:46:00.000000,12.45,80.86,7.26,0.0
2025-01-01T05:47:00.000000,15.66,83.52,4.94,0.4
2025-01-01T05:48:00.000000,13.39,84.25,1.02,0.0
2025-01-01T05:49:00.000000,14.47,78.67,9.53,0.0
2025-01-01T05:50:00.000000,18.43,83.42,3.97,0.0
2025-01-01T05:51:00.000000,16.64,79.79,1.0,0.0
2025-01-01T05:52:00.000000,14.54,78.67,3.07,0.0
2025-01-01T05:53:00.000000,14.39,83.04,5.39,0.0
2025-01-01T05:54:00.000000,15.29,80.12,2.49,0.0
2025-01-01T05:55:00.000000,12.65,90.78,2.52,0.0
2025-01-01T05:56:00.000000,14.57,71.95,0.28,0.498
2025-01-01T05:57:00.000000,11.71,75.62,7.1,0.0
2025-01-01T05:58:00.000000,19.04,77.96,18.39,0.0
2025-01-01T05:59:00.000000,11.67,79.51,14.69,0.0
2025-01-01T06:00:00.000000,16.96,81.98,0.35,0.0
2025-01-01T06:01:00.000000,15.24,80.67,8.38,0.0
2025-01-01T06:02:00.000000,13.93,78.27,9.72,0.0
2025-01-01T06:03:00.000000,16.29,71.34,4.83,0.0
2025-01-01T06:04:00.000000,12.61,81.94,1.26,0.0
2025-01-01T06:05:00.000000,17.07,77.01,1.97,0.0
2025-01-01T06:06:00.000000,17.63,72.25,8.32,0.0
2025-01-01T06:07:00.000000,15.18,81.86,2.99,0.0
2025-01-01T06:08:00.000000,13.6,70.21,0.06,0.0
2025-01-01T06:09:00.000000,18.9,80.89,2.72,0.0
2025-01-01T06:10:00.000000,15.34,73.03,3.62,0.0
2025-01-01T06:11:00.000000,16.03,85.86,0.65,0.0
2025-01-01T06:12:00.000000,14.78,77.02,5.41,0.0
2025-01-01T06:13:00.000000,14.72,89.48,1.39,0.0
2025-01-01T06:14:00.000000,12.7,70.72,0.98,0.0
2025-01-01T06:15:00.000000,14.94,78.87,2.29,0.0
2025-01-01T06:16:00.000000,18.81,86.42,9.94,0.0
2025-01-01T06:17:00.000000,15.82,80.02,9.56,0.0
2025-01-01T06:18:00.000000,18.11,84.01,6.81,0.0
2025-01-01T06:19:00.000000,16.12,74.25,0.11,0.0
2025-01-01T06:20:00.000000,17.15,82.75,2.67,0.0
2025-01-01T06:21:00.000000,18.13,76.6,3.58,0.0
2025-01-01T06:22:00.000000,16.76,82.74,2.23,0.0
2025-01-01T06:23:00.000000,18.84,76.85,14.03,0.0
2025-01-01T06:24:00.000000,16.83,74.68,7.26,0.0
2025-01-01T06:25:00.000000,18.56,73.19,12.4,0.0
2025-01-01T06:26:00.000000,15.05,71.79,2.43,0.0
2025-01-01T06:27:00.000000,12.62,83.33,2.26,0.0
2025-01-01T06:28:00.000000,17.01,81.2,4.46,0.0
2025-01-01T06:29:00.000000,19.09,77.13,5.64,0.0
2025-01-01T06:30:00.000000,15.93,83.71,5.14,0.0
2025-01-01T06:31:00.000000,16.09,77.31,1.05,0.0
2025-01-01T06:32:00.000000,19.59,86.29,2.98,0.0
2025-01-01T06:33:00.000000,14.03,87.38,0.17,0.0
2025-01-01T06:34:00.000000,17.14,83.85,0.58,0.0
2025-01-01T06:35:00.000000,13.54,71.55,17.17,0.0
2025-01-01T06:36:00.000000,15.93,88.12,0.67,0.43
2025-01-01T06:37:00.000000,15.02,71.96,14.02,0.0
2025-01-01T06:38:00.000000,20.6,87.5,1.6,0.0
2025-01-01T06:39:00.000000,18.18,75.01,1.48,0.0
2025-01-01T06:40:00.000000,15.33,78.56,0.3,0.0
2025-01-01T06:41:00.000000,15.34,80.78,7.65,0.0
2025-01-01T06:42:00.000000,16.74,75.39,5.56,0.0
2025-01-01T06:43:00.000000,16.95,84.8,11.72,0.0
2025-01-01T06:44:00.000000,17.25,79.22,4.8,0.0
2025-01-01T06:45:00.000000,18.32,82.22,2.16,0.0
2025-01-01T06:46:00.000000,19.4,80.41,1.01,0.0
2025-01-01T06:47:00.000000,19.62,80.5,12.58,0.0
2025-01-01T06:48:00.000000,16.56,82.4,2.86,0.0
2025-01-01T06:49:00.000000,13.41,66.83,3.19,0.0
2025-01-01T06:50:00.000000,17.06,80.32,0.76,0.0
2025-01-01T06:51:00.000000,18.1,72.74,4.17,0.0
2025-01-01T06:52:00.000000,20.25,85.96,2.75,0.0
2025-01-01T06:53:00.000000,17.62,82.2,3.04,0.0
2025-01-01T06:54:00.000000,19.76,80.29,0.99,0.0
2025-01-01T06:55:00.000000,17.74,86.89,3.55,0.0
2025-01-01T06:56:00.000000,16.36,84.42,11.08,0.0
2025-01-01T06:57:00.000000,15.43,80.22,4.48,0.0
2025-01-01T06:58:00.000000,19.3,79.99,9.87,0.0
2025-01-01T06:59:00.000000,15.56,78.86,0.74,0.0
2025-01-01T07:00:00.000000,21.79,85.11,0.45,0.0
2025-01-01T07:01:00.000000,18.04,76.67,0.69,0.0
2025-01-01T07:02:00.000000,19.89,66.15,1.99,0.0
2025-01-01T07:03:00.000000,13.75,79.03,2.11,0.0
2025-01-01T07:04:00.000000,17.73,84.32,0.18,0.0
2025-01-01T07:05:00.000000,18.09,78.6,13.87,0.0
2025-01-01T07:06:00.000000,17.16,75.61,4.56,0.0
2025-01-01T07:07:00.000000,17.78,83.51,0.11,0.0
2025-01-01T07:08:00.000000,16.05,77.12,0.77,0.0
2025-01-01T07:09:00.000000,18.3,78.05,7.8,0.0
2025-01-01T07:10:00.000000,18.77,79.64,1.16,0.0
2025-01-01T07:11:00.000000,20.56,80.2,7.93,0.0
2025-01-01T07:12:00.000000,22.45,83.0,3.92,0.0
2025-01-01T07:13:00.000000,18.88,75.95,3.45,0.0
2025-01-01T07:14:00.000000,18.86,75.41,26.03,0.0
