timestamp,revenue,cost,profit,assets,liabilities
2025-02-03T00:00:00.000000,1036742.78,639838.28,396904.51,18466790.08,9920428.61
2025-02-04T00:00:00.000000,1036742.78,658081.27,378661.51,18827754.45,6723961.92
2025-02-05T00:00:00.000000,1036742.78,712098.23,324644.55,19163195.28,10809254.86
2025-02-06T00:00:00.000000,1036742.78,634847.04,401895.74,19556160.27,6060492.34
2025-02-07T00:00:00.000000,1036742.78,594194.1,442548.68,20002327.73,6945091.35
2025-02-08T00:00:00.000000,1036742.78,691811.62,344931.16,20349696.75,7234830.94
2025-02-09T00:00:00.000000,1036742.78,633992.07,402750.72,20761167.89,10933970.9
2025-02-10T00:00:00.000000,1036742.78,703929.45,332813.33,21074274.39,6323966.9
2025-02-11T00:00:00.000000,1036742.78,577985.22,458757.56,21543255.99,11768464.18
2025-02-12T00:00:00.000000,1036742.78,614454.24,422288.54,21957618.69,6626686.06
2025-02-13T00:00:00.000000,1036742.78,663546.09,373196.69,22333736.67,10134455.08
2025-02-14T00:00:00.000000,1036742.78,717108.54,319634.25,22641071.42,7178882.67
2025-02-15T00:00:00.000000,1036742.78,624474.12,412268.66,23052324.11,9994342.6
2025-02-16T00:00:00.000000,1036742.78,662668.89,374073.89,23441136.99,9202113.45
2025-02-17T00:00:00.000000,1036742.78,647001.9,389740.88,23825548.69,10085624.25
2025-02-18T00:00:00.000000,1036742.78,610302.87,426439.91,24236615.21,12414927.59
2025-02-19T00:00:00.000000,1036742.78,606746.75,429996.03,24693097.54,14022198.56
2025-02-20T00:00:00.000000,1036742.78,693690.99,343051.79,25038968.83,10543016.02
2025-02-21T00:00:00.000000,1036742.78,605282.18,431460.61,25439335.54,10539020.18
2025-02-22T00:00:00.000000,1036742.78,648183.15,388559.64,25853911.19,7766710.47
2025-02-23T00:00:00.000000,1036742.78,651068.18,385674.6,26221864.03,8443034.67
2025-02-24T00:00:00.000000,1036742.78,594218.03,442524.75,26692570.9,12562829.47
2025-02-25T00:00:00.000000,1036742.78,602536.38,434206.4,27104221.74,12450461.92
2025-02-26T00:00:00.000000,1036742.78,596803.08,439939.7,27545730.01,15639817.27
2025-02-27T00:00:00.000000,1036742.78,604407.79,432334.99,27986268.93,16408559.65
2025-02-28T00:00:00.000000,1036742.78,691609.87,345132.91,28328116.19,13101860.21
2025-03-01T00:00:00.000000,1036742.78,667786.35,368956.43,28692691.84,17213043.54
2025-03-02T00:00:00.000000,1036742.78,650039.18,386703.61,29088045.03,10267166.44
2025-03-03T00:00:00.000000,1036742.78,680707.38,356035.4,29446305.31,12776234.4
2025-03-04T00:00:00.000000,1036742.78,668975.38,367767.41,29815617.62,12040753.31
2025-03-05T00:00:00.000000,1036742.78,631704.87,405037.91,30221779.72,11519234.96
2025-03-06T00:00:00.000000,1036742.78,675814.23,360928.55,30580052.6,11479142.3
2025-03-07T00:00:00.000000,1036742.78,621489.95,415252.83,30994977.4,11274313.69
2025-03-08T00:00:00.000000,1036742.78,636437.35,400305.43,31374090.39,12602427.71
2025-03-09T00:00:00.000000,1036742.78,572901.38,463841.4,31838488.19,13510037.33
2025-03-10T00:00:00.000000,1036742.78,624784.99,411957.8,32274118.65,10547706.47
2025-03-11T00:00:00.000000,1036742.78,602347.82,434394.96,32698172.96,19407934.62
2025-03-12T00:00:00.000000,1036742.78,642616.23,394126.55,33087518.74,17196637.34
2025-03-13T00:00:00.000000,1036742.78,671057.59,365685.19,33455224.53,12481959.86
2025-03-14T00:00:00.000000,1036742.78,616037.14,420705.64,33872962.49,10357221.86
2025-03-15T00:00:00.000000,1036742.78,645508.29,391234.49,34264265.45,15840768.6
2025-03-16T00:00:00.000000,1036742.78,665516.12,371226.66,34643671.25,17360129.29
2025-03-17T00:00:00.000000,1036742.78,674314.84,362427.94,35011683.44,16889627.29
2025-03-18T00:00:00.000000,1036742.78,698796.78,337946.0,35342491.86,18109897.22
2025-03-19T00:00:00.000000,1036742.78,708479.19,328263.59,35672286.96,12370573.13
2025-03-20T00:00:00.000000,1036742.78,673678.09,363064.69,36048827.16,20879132.14
2025-03-21T00:00:00.000000,1036742.78,705169.45,331573.33,36346696.25,18890172.45
2025-03-22T00:00:00.000000,1036742.78,613065.03,423677.76,36790414.17,12058438.3
2025-03-23T00:00:00.000000,1036742.78,663607.07,373135.71,37154980.87,15241251.31
2025-03-24T00:00:00.000000,1036742.78,587424.95,449317.83,37604609.15,13275877.66
2025-03-25T00:00:00.000000,1036742.78,587664.14,449078.64,38079872.93,14153681.27
2025-03-26T00:00:00.000000,1036742.78,585238.32,451504.46,38503368.88,22930247.39
2025-03-27T00:00:00.000000,1036742.78,597036.76,439706.02,38952932.55,21109318.14
2025-03-28T00:00:00.000000,1036742.78,616274.93,420467.85,39373267.27,19158535.67
2025-03-29T00:00:00.000000,1036742.78,605671.91,431070.88,39789985.94,21676172.87
2025-03-30T00:00:00.000000,1036742.78,687895.64,348847.14,40147534.33,17197272.45
2025-03-31T00:00:00.000000,1036742.78,623697.76,413045.02,40561846.38,14035296.82
2025-04-01T00:00:00.000000,1083750.36,666744.78,417005.58,40971587.88,15962073.02
2025-04-02T00:00:00.000000,1083750.36,704201.08,379549.28,41360136.54,20414463.91
2025-04-03T00:00:00.000000,1083750.36,685941.74,397808.61,41761542.07,17694023.92
2025-04-04T00:00:00.000000,1083750.36,689918.07,393832.29,42129849.28,14026815.3
2025-04-05T00:00:00.000000,1083750.36,681505.7,402244.66,42553522.34,16221428.17
2025-04-06T00:00:00.000000,1083750.36,750388.73,333361.62,42881175.33,19966162.54
2025-04-07T00:00:00.000000,1083750.36,603781.71,479968.64,43380836.17,25222739.68
2025-04-08T00:00:00.000000,1083750.36,642873.24,440877.12,43809715.84,18368092.68
2025-04-09T00:00:00.000000,1083750.36,660087.09,423663.27,44205939.77,23648733.88
2025-04-10T00:00:00.000000,1083750.36,757874.26,325876.1,44555788.09,24439714.32
2025-04-11T00:00:00.000000,1083750.36,723169.13,360581.23,44907135.92,24268118.12
2025-04-12T00:00:00.000000,1083750.36,660015.37,423734.98,45343494.97,19832973.6
2025-04-13T00:00:00.000000,1083750.36,677245.15,406505.2,45750860.61,25659759.85
2025-04-14T00:00:00.000000,1083750.36,633879.76,449870.59,46201501.3,14667605.24
2025-04-15T00:00:00.000000,1083750.36,681896.43,401853.93,46599038.32,26884896.98
2025-04-16T00:00:00.000000,1083750.36,608094.18,475656.17,47090422.28,27900026.45
2025-04-17T00:00:00.000000,1083750.36,645680.73,438069.63,47504082.14,14409652.1
2025-04-18T00:00:00.000000,1083750.36,713998.93,369751.43,47877581.28,18366215.93
2025-04-19T00:00:00.000000,1083750.36,637699.46,446050.9,48327492.87,20130488.65
2025-04-20T00:00:00.000000,1083750.36,684095.78,399654.57,48734413.61,19378665.11
2025-04-21T00:00:00.000000,1083750.36,654285.25,429465.11,49156183.11,25974729.67
2025-04-22T00:00:00.000000,1083750.36,726459.12,357291.23,49501057.84,19175720.0
2025-04-23T00:00:00.000000,1083750.36,737937.82,345812.54,49870422.82,27500486.83
2025-04-24T00:00:00.000000,1083750.36,616605.07,467145.28,50322860.81,16806111.13
2025-04-25T00:00:00.000000,1083750.36,604255.21,479495.14,50813983.58,16217265.25
2025-04-26T00:00:00.000000,1083750.36,682990.26,400760.09,51226466.22,27116667.59
2025-04-27T00:00:00.000000,1083750.36,712148.89,371601.47,51587328.63,24942231.82
2025-04-28T00:00:00.000000,1083750.36,673311.84,410438.52,51994366.55,29632304.99
2025-04-29T00:00:00.000000,1083750.36,720116.35,363634.0,52358194.57,22094028.42
2025-04-30T00:00:00.000000,1083750.36,692529.38,391220.98,52740933.8,21082526.67
2025-05-01T00:00:00.000000,1083750.36,670180.23,413570.13,53152141.39,25253202.63
2025-05-02T00:00:00.000000,1083750.36,613978.73,469771.63,53639054.54,22807688.52
2025-05-03T00:00:00.000000,1083750.36,716564.72,367185.63,53980125.41,24806777.73
2025-05-04T00:00:00.000000,1083750.36,656279.76,427470.59,54431002.73,32151618.75
2025-05-05T00:00:00.000000,1083750.36,705859.61,377890.75,54799252.22,25013006.36
2025-05-06T00:00:00.000000,1083750.36,617393.61,466356.75,55259324.6,23099073.94
2025-05-07T00:00:00.000000,1083750.36,642105.08,441645.27,55708676.08,31639510.61
2025-05-08T00:00:00.000000,1083750.36,682302.96,401447.4,56105965.46,22575053.17
2025-05-09T00:00:00.000000,1083750.36,656516.23,427234.13,56544979.95,26496253.45
2025-05-10T00:00:00.000000,1083750.36,662106.67,421643.68,56959408.82,17653957.2
2025-05-11T00:00:00.000000,1083750.36,685086.23,398664.12,57359065.81,30106572.28
2025-05-12T00:00:00.000000,1083750.36,690870.53,392879.83,57742488.52,20025897.01
2025-05-13T00:00:00.000000,1083750.36,714683.0,369067.36,58127045.7,22438214.13
2025-05-14T00:00:00.000000,1083750.36,757964.86,325785.49,58464133.37,21423238.01
2025-05-15T00:00:00.000000,1083750.36,658250.42,425499.93,58880530.82,19425647.19
2025-05-16T00:00:00.000000,1083750.36,601500.12,482250.24,59365240.59,32647902.17
2025-05-17T00:00:00.000000,1083750.36,655999.83,427750.52,59782255.62,35215448.23
2025-05-18T00:00:00.000000,1083750.36,656615.45,427134.91,60220457.93,22674833.79
2025-05-19T00:00:00.000000,1083750.36,753252.77,330497.59,60547088.85,20070103.74
2025-05-20T00:00:00.000000,1083750.36,708405.4,375344.95,60933509.81,27819395.99
2025-05-21T00:00:00.000000,1083750.36,657268.37,426481.98,61350862.94,26052580.9
2025-05-22T00:00:00.000000,1083750.36,648091.58,435658.77,61781601.5,26741473.07
2025-05-23T00:00:00.000000,1083750.36,651714.13,432036.23,62211906.94,31550074.45
2025-05-24T00:00:00.000000,1083750.36,689165.38,394584.98,62605248.54,37083902.4
2025-05-25T00:00:00.000000,1083750.36,754817.4,328932.96,62913091.54,36843940.69
2025-05-26T00:00:00.000000,1083750.36,630562.01,453188.35,63390966.03,26695029.46
2025-05-27T00:00:00.000000,1083750.36,714824.36,368925.99,63757254.76,29788560.58
2025-05-28T00:00:00.000000,1083750.36,727787.66,355962.7,64111709.33,21899697.8
2025-05-29T00:00:00.000000,1083750.36,722270.81,361479.55,64493545.06,37737397.51
2025-05-30T00:00:00.000000,1083750.36,605735.7,478014.65,64963530.94,38036807.09
2025-05-31T00:00:00.000000,1083750.36,652800.63,430949.72,65383078.86,30588635.66
2025-06-01T00:00:00.000000,1083750.36,715263.61,368486.74,65739182.15,31033635.42
2025-06-02T00:00:00.000000,1083750.36,713236.97,370513.39,66113102.11,29262322.67
2025-06-03T00:00:00.000000,1083750.36,694706.69,389043.66,66529316.24,33655906.01
2025-06-04T00:00:00.000000,1083750.36,658954.34,424796.02,66926448.48,33902604.8
2025-06-05T00:00:00.000000,1083750.36,731483.79,352266.56,67287642.56,37615011.74
2025-06-06T00:00:00.000000,1083750.36,615906.88,467843.48,67754176.18,32693793.52
2025-06-07T00:00:00.000000,1083750.36,707896.32,375854.04,68135986.92,32038530.19
2025-06-08T00:00:00.000000,1083750.36,596699.87,487050.49,68631105.53,39833163.83
2025-06-09T00:00:00.000000,1083750.36,742085.23,341665.13,68963283.58,25236985.7
2025-06-10T00:00:00.000000,1083750.36,738627.02,345123.33,69302202.1,38718505.75
2025-06-11T00:00:00.000000,1083750.36,757493.84,326256.52,69618563.76,24806461.52
2025-06-12T00:00:00.000000,1083750.36,755096.34,328654.01,69981579.02,28687157.4
2025-06-13T00:00:00.000000,1083750.36,758229.07,325521.28,70278758.78,23186296.63
2025-06-14T00:00:00.000000,1083750.36,602912.56,480837.79,70785960.0,31390261.09
2025-06-15T00:00:00.000000,1083750.36,641617.38,442132.98,71201686.71,41823555.2
2025-06-16T00:00:00.000000,1083750.36,634339.05,449411.31,71654145.2,27083342.49
2025-06-17T00:00:00.000000,1083750.36,635620.85,448129.5,72094944.79,29937429.05
2025-06-18T00:00:00.000000,1083750.36,598507.0,485243.35,72584183.95,32764964.31
2025-06-19T00:00:00.000000,1083750.36,644274.62,439475.73,73045238.84,41555150.25
2025-06-20T00:00:00.000000,1083750.36,753766.67,329983.68,73346264.58,24917826.36
2025-06-21T00:00:00.000000,1083750.36,629918.16,453832.2,73826572.28,28179462.51
2025-06-22T00:00:00.000000,1083750.36,610192.19,473558.16,74288492.07,30124674.04
2025-06-23T00:00:00.000000,1083750.36,707017.58,376732.77,74656603.76,38100047.62
2025-06-24T00:00:00.000000,1083750.36,657167.66,426582.69,75094132.99,42815364.45
2025-06-25T00:00:00.000000,1083750.36,669447.79,414302.56,75520046.22,24882804.11
2025-06-26T00:00:00.000000,1083750.36,728732.33,355018.03,75854482.61,32011166.8
2025-06-27T00:00:00.000000,1083750.36,609958.49,473791.86,76334442.01,39607841.84
2025-06-28T00:00:00.000000,1083750.36,679735.27,404015.09,76729093.97,44546557.89
2025-06-29T00:00:00.000000,1083750.36,683159.05,400591.31,77146701.44,39444545.95
2025-06-30T00:00:00.000000,1079140.61,656495.11,422645.5,77547586.17,30657292.21
2025-07-01T00:00:00.000000,1079140.61,609737.84,469402.77,78044700.47,37561304.02
2025-07-02T00:00:00.000000,1079140.61,648231.15,430909.46,78470339.03,35661543.5
2025-07-03T00:00:00.000000,1079140.61,594647.58,484493.03,78947996.31,42508327.91
2025-07-04T00:00:00.000000,1079140.61,617523.79,461616.82,79410916.0,28094166.57
2025-07-05T00:00:00.000000,1079140.61,697081.84,382058.77,79794353.69,45031504.19
2025-07-06T00:00:00.000000,1079140.61,752790.34,326350.27,80098076.95,24643583.68
2025-07-07T00:00:00.000000,1079140.61,654874.72,424265.89,80561800.3,27695645.71
2025-07-08T00:00:00.000000,1079140.61,630663.94,448476.67,80980601.05,41263697.37
2025-07-09T00:00:00.000000,1079140.61,719048.71,360091.9,81355587.63,34154687.97
2025-07-10T00:00:00.000000,1079140.61,697949.82,381190.79,81733655.01,30677799.47
2025-07-11T00:00:00.000000,1079140.61,694359.85,384780.76,82108231.13,41351610.3
2025-07-12T00:00:00.000000,1079140.61,657442.22,421698.39,82541201.68,34152758.37
2025-07-13T00:00:00.000000,1079140.61,637344.53,441796.07,82984135.48,41172839.85
2025-07-14T00:00:00.000000,1079140.61,700627.77,378512.84,83364396.69,43762766.81
2025-07-15T00:00:00.000000,1079140.61,598993.72,480146.89,83842643.18,26111999.76
2025-07-16T00:00:00.000000,1079140.61,651404.38,427736.23,84275148.99,33625728.35
2025-07-17T00:00:00.000000,1079140.61,683343.78,395796.83,84669294.11,39277159.87
2025-07-18T00:00:00.000000,1079140.61,715262.44,363878.17,85028368.01,50637509.54
2025-07-19T00:00:00.000000,1079140.61,749662.14,329478.47,85345953.0,27227974.3
2025-07-20T00:00:00.000000,1079140.61,753275.55,325865.06,85677078.59,44884271.81
2025-07-21T00:00:00.000000,1079140.61,749862.29,329278.32,86016783.96,36856969.77
2025-07-22T00:00:00.000000,1079140.61,696590.88,382549.73,86390458.3,50671957.72
2025-07-23T00:00:00.000000,1079140.61,719568.34,359572.27,86761536.29,31705898.44
2025-07-24T00:00:00.000000,1079140.61,736677.11,342463.5,87101432.81,31353213.02
2025-07-25T00:00:00.000000,1079140.61,746268.13,332872.48,87429662.63,45699735.61
2025-07-26T00:00:00.000000,1079140.61,655433.03,423707.58,87854754.41,45799578.35
2025-07-27T00:00:00.000000,1079140.61,655835.01,423305.6,88275807.78,52552932.22
2025-07-28T00:00:00.000000,1079140.61,728465.39,350675.22,88661449.5,36592207.41
2025-07-29T00:00:00.000000,1079140.61,628384.41,450756.2,89068968.3,48300630.7
2025-07-30T00:00:00.000000,1079140.61,687131.04,392009.56,89474686.72,51005611.64
2025-07-31T00:00:00.000000,1079140.61,596274.37,482866.23,89953403.82,52895090.8
2025-08-01T00:00:00.000000,1079140.61,669701.9,409438.71,90352762.49,34651726.51
2025-08-02T00:00:00.000000,1079140.61,609506.7,469633.91,90823722.99,47677057.88
2025-08-03T00:00:00.000000,1079140.61,640560.8,438579.8,91302734.22,38454470.16
2025-08-04T00:00:00.000000,1079140.61,628864.06,450276.55,91704557.85,45945588.08
2025-08-05T00:00:00.000000,1079140.61,687401.35,391739.26,92120864.26,33160191.94
2025-08-06T00:00:00.000000,1079140.61,627915.42,451225.18,92571309.22,36346017.68
2025-08-07T00:00:00.000000,1079140.61,708574.47,370566.14,92939400.51,53823819.27
2025-08-08T00:00:00.000000,1079140.61,652983.28,426157.33,93358991.26,55178355.36
2025-08-09T00:00:00.000000,1079140.61,618234.06,460906.55,93817539.55,50086536.98
2025-08-10T00:00:00.000000,1079140.61,741933.36,337207.25,94139184.55,29624912.85
2025-08-11T00:00:00.000000,1079140.61,658818.9,420321.71,94565252.47,50635012.78
2025-08-12T00:00:00.000000,1079140.61,634393.38,444747.22,95017767.78,36402352.9
2025-08-13T00:00:00.000000,1079140.61,602859.8,476280.81,95505994.54,55179379.38
2025-08-14T00:00:00.000000,1079140.61,711983.15,367157.46,95856788.72,42725289.7
2025-08-15T00:00:00.000000,1079140.61,712382.74,366757.87,96238182.04,55265996.47
2025-08-16T00:00:00.000000,1079140.61,620998.77,458141.84,96691976.34,29920264.06
2025-08-17T00:00:00.000000,1079140.61,681224.13,397916.48,97088973.71,45418143.19
2025-08-18T00:00:00.000000,1079140.61,668427.91,410712.7,97507341.01,34035593.63
2025-08-19T00:00:00.000000,1079140.61,635204.11,443936.5,97954184.49,32281570.27
2025-08-20T00:00:00.000000,1079140.61,623373.71,455766.9,98389182.55,34741728.62
2025-08-21T00:00:00.000000,1079140.61,606626.36,472514.25,98858009.38,35657692.76
2025-08-22T00:00:00.000000,1079140.61,652890.8,426249.81,99291579.86,40822661.98
2025-08-23T00:00:00.000000,1079140.61,685310.2,393830.41,99695970.11,34153983.69
2025-08-24T00:00:00.000000,1079140.61,749136.79,330003.82,100031664.38,48001692.82
2025-08-25T00:00:00.000000,1079140.61,736127.05,343013.56,100374992.97,37095644.52
2025-08-26T00:00:00.000000,1079140.61,622602.92,456537.69,100814507.14,42499177.84
2025-08-27T00:00:00.000000,1079140.61,595674.43,483466.18,101289284.22,47308872.93
2025-08-28T00:00:00.000000,1079140.61,678712.32,400428.29,101709752.24,42204208.3
2025-08-29T00:00:00.000000,1079140.61,716315.85,362824.76,102091685.34,35517622.7
2025-08-30T00:00:00.000000,1079140.61,731171.42,347969.18,102401124.82,33572112.94
2025-08-31T00:00:00.000000,1079140.61,630813.74,448326.87,102866693.85,44751013.3
2025-09-01T00:00:00.000000,1079140.61,750380.82,328759.79,103191818.06,46385954.44
2025-09-02T00:00:00.000000,1079140.61,710118.56,369022.05,103558764.35,32736993.53
2025-09-03T00:00:00.000000,1079140.61,705162.9,373977.71,103915797.37,36235143.22
2025-09-04T00:00:00.000000,1079140.61,626765.36,452375.25,104393839.7,39803636.07
2025-09-05T00:00:00.000000,1079140.61,633292.74,445847.87,104831170.01,41335497.67
2025-09-06T00:00:00.000000,1079140.61,629133.01,450007.59,105268236.43,48084236.11
2025-09-07T00:00:00.000000,1079140.61,601403.14,477737.47,105761910.04,59753764.63
2025-09-08T00:00:00.000000,1079140.61,649833.12,429307.49,106199457.07,45308917.23
2025-09-09T00:00:00.000000,1079140.61,666871.17,412269.44,106609077.07,63315237.33
2025-09-10T00:00:00.000000,1079140.61,681799.41,397341.2,107001029.84,40425992.32
2025-09-11T00:00:00.000000,1079140.61,667956.98,411183.63,107412802.43,60293901.65
2025-09-12T00:00:00.000000,1079140.61,610385.74,468754.87,107909666.03,52820120.1
2025-09-13T00:00:00.000000,1079140.61,748657.92,330482.69,108228724.58,44278731.53
2025-09-14T00:00:00.000000,1079140.61,661229.92,417910.68,108650539.23,63214222.53
2025-09-15T00:00:00.000000,1079140.61,667630.93,411509.68,109036322.02,54108259.49
2025-09-16T00:00:00.000000,1079140.61,740889.27,338251.34,109369426.13,43734523.97
2025-09-17T00:00:00.000000,1079140.61,691224.93,387915.68,109764886.65,44843818.44
2025-09-18T00:00:00.000000,1079140.61,720145.83,358994.78,110127433.77,55496191.21
2025-09-19T00:00:00.000000,1079140.61,744326.19,334814.42,110450288.66,59600523.7
2025-09-20T00:00:00.000000,1079140.61,694118.18,385022.43,110838496.79,46392731.44
2025-09-21T00:00:00.000000,1079140.61,640509.84,438630.77,111295632.63,37095422.65
2025-09-22T00:00:00.000000,1079140.61,728568.82,350571.79,111644450.31,47248642.27
2025-09-23T00:00:00.000000,1079140.61,665124.31,414016.29,112060511.68,51828370.74
2025-09-24T00:00:00.000000,1079140.61,614362.93,464777.68,112519220.79,38832091.73
2025-09-25T00:00:00.000000,1079140.61,695594.19,383546.42,112900012.58,56715807.66
2025-09-26T00:00:00.000000,1079140.61,604261.9,474878.71,113360487.49,44421578.48
2025-09-27T00:00:00.000000,1079140.61,733327.4,345813.21,113716128.0,46316736.0
2025-09-28T00:00:00.000000,815850.52,536359.48,279491.03,113999739.07,59849358.89
2025-09-29T00:00:00.000000,815850.52,460425.48,355425.04,114367171.16,55522307.66
2025-09-30T00:00:00.000000,815850.52,459987.16,355863.35,114709412.76,68770704.86
2025-10-01T00:00:00.000000,815850.52,543535.55,272314.97,114971656.85,56678677.65
2025-10-02T00:00:00.000000,815850.52,462402.07,353448.45,115309179.72,66149903.98
2025-10-03T00:00:00.000000,815850.52,535941.13,279909.38,115617512.87,56651239.1
2025-10-04T00:00:00.000000,815850.52,547454.81,268395.71,115907575.93,60639571.05
2025-10-05T00:00:00.000000,815850.52,491599.23,324251.28,116193852.03,67148110.87
2025-10-06T00:00:00.000000,815850.52,524623.04,291227.48,116507157.95,44271719.69
2025-10-07T00:00:00.000000,815850.52,560710.31,255140.2,116755339.4,60625446.79
2025-10-08T00:00:00.000000,815850.52,495184.11,320666.4,117079998.65,66442474.08
2025-10-09T00:00:00.000000,815850.52,471734.57,344115.95,117409956.35,62696759.09
2025-10-10T00:00:00.000000,815850.52,470601.17,345249.34,117771028.6,40494165.26
2025-10-11T00:00:00.000000,815850.52,485047.19,330803.32,118109333.67,45858738.61
2025-10-12T00:00:00.000000,815850.52,458428.15,357422.37,118452911.6,41638195.03
2025-10-13T00:00:00.000000,815850.52,556471.22,259379.3,118716441.04,60144426.08
2025-10-14T00:00:00.000000,815850.52,478629.41,337221.11,119046655.62,54378965.69
2025-10-15T00:00:00.000000,815850.52,513236.03,302614.49,119364289.67,37733830.35
2025-10-16T00:00:00.000000,815850.52,482411.01,333439.51,119670634.94,51784081.98
2025-10-17T00:00:00.000000,815850.52,489702.26,326148.25,120010340.32,47647110.04
2025-10-18T00:00:00.000000,815850.52,492597.27,323253.25,120326326.23,52391321.71
2025-10-19T00:00:00.000000,815850.52,513881.91,301968.6,120645957.61,67624054.01
2025-10-20T00:00:00.000000,815850.52,505967.06,309883.46,120943561.1,62755531.82
2025-10-21T00:00:00.000000,815850.52,525018.13,290832.39,121236863.2,69421433.08
2025-10-22T00:00:00.000000,815850.52,525870.74,289979.77,121529521.55,49443225.48
2025-10-23T00:00:00.000000,815850.52,454489.69,361360.83,121899433.99,66939629.51
2025-10-24T00:00:00.000000,815850.52,558030.35,257820.17,122136093.33,60611547.83
2025-10-25T00:00:00.000000,815850.52,485947.42,329903.1,122456244.06,52296536.24
2025-10-26T00:00:00.000000,815850.52,499193.72,316656.8,122790702.15,51794902.06
2025-10-27T00:00:00.000000,815850.52,477221.64,338628.87,123137735.19,48800821.02
2025-10-28T00:00:00.000000,815850.52,481089.66,334760.86,123485780.08,72146135.99
2025-10-29T00:00:00.000000,815850.52,483035.21,332815.31,123795575.7,55054231.79
2025-10-30T00:00:00.000000,815850.52,489706.41,326144.11,124141925.13,63300269.48
2025-10-31T00:00:00.000000,815850.52,516225.48,299625.04,124426120.8,61839508.24
2025-11-01T00:00:00.000000,815850.52,567000.37,248850.14,124689866.26,54806939.16
2025-11-02T00:00:00.000000,815850.52,482343.77,333506.74,125001772.96,61818450.85
2025-11-03T00:00:00.000000,815850.52,559025.16,256825.36,125273952.43,67382865.08
2025-11-04T00:00:00.000000,815850.52,487515.97,328334.54,125599605.8,43995139.81
2025-11-05T00:00:00.000000,815850.52,470643.75,345206.77,125929878.1,47396533.51
2025-11-06T00:00:00.000000,815850.52,512060.28,303790.24,126260623.43,55991415.72
2025-11-07T00:00:00.000000,815850.52,451670.72,364179.8,126614483.69,63820100.56
2025-11-08T00:00:00.000000,815850.52,505246.27,310604.24,126910557.77,41216732.44
2025-11-09T00:00:00.000000,815850.52,470430.4,345420.11,127257297.65,57999636.42
2025-11-10T00:00:00.000000,815850.52,516214.69,299635.83,127553559.69,49497402.46
2025-11-11T00:00:00.000000,815850.52,491542.46,324308.06,127889086.0,74846314.64
2025-11-12T00:00:00.000000,815850.52,470886.9,344963.62,128237258.87,49212145.13
2025-11-13T00:00:00.000000,815850.52,517927.56,297922.96,128520939.14,51907118.88
2025-11-14T00:00:00.000000,815850.52,525586.25,290264.27,128815823.71,40489324.52
