timestamp,temperature,pressure,humidity,vibration
2025-01-01T00:23:50.000000,43.7,1010.82,55.36,0.6491
2025-01-01T00:24:00.000000,44.36,1018.31,56.41,0.3852
2025-01-01T00:24:10.000000,44.67,1013.96,51.88,0.434
2025-01-01T00:24:20.000000,43.84,1010.81,58.61,0.9413
2025-01-01T00:24:30.000000,44.65,1013.21,51.64,0.6659
2025-01-01T00:24:40.000000,44.17,1012.89,58.03,0.8294
2025-01-01T00:24:50.000000,43.42,1012.77,53.5,0.6054
2025-01-01T00:25:00.000000,45.44,1013.3,59.18,0.564
2025-01-01T00:25:10.000000,45.38,1015.39,59.86,0.3122
2025-01-01T00:25:20.000000,45.2,1011.34,55.01,0.3404
2025-01-01T00:25:30.000000,44.56,1009.6,56.86,0.5195
2025-01-01T00:25:40.000000,45.25,1013.56,60.07,0.3693
2025-01-01T00:25:50.000000,45.23,1012.16,59.24,0.7003
2025-01-01T00:26:00.000000,45.21,1014.81,57.9,0.2875
2025-01-01T00:26:10.000000,44.89,1012.58,55.17,0.7711
2025-01-01T00:26:20.000000,44.13,1013.57,60.13,0.6331
2025-01-01T00:26:30.000000,45.42,1017.0,56.21,0.6776
2025-01-01T00:26:40.000000,44.89,1012.04,51.93,0.6971
2025-01-01T00:26:50.000000,44.84,1014.77,56.02,0.3112
2025-01-01T00:27:00.000000,44.88,1014.45,53.08,0.3873
2025-01-01T00:27:10.000000,44.98,1015.23,59.34,0.7232
2025-01-01T00:27:20.000000,45.14,1016.84,53.37,0.4277
2025-01-01T00:27:30.000000,44.64,1011.64,60.95,0.3388
2025-01-01T00:27:40.000000,43.79,1010.7,55.23,0.4815
2025-01-01T00:27:50.000000,45.24,1013.27,54.25,0.6875
2025-01-01T00:28:00.000000,45.59,1013.44,61.71,0.6171
2025-01-01T00:28:10.000000,45.42,1011.01,62.04,0.2082
2025-01-01T00:28:20.000000,44.35,1011.28,55.56,0.6105
2025-01-01T00:28:30.000000,45.29,1009.93,56.06,0.2409
2025-01-01T00:28:40.000000,45.25,1012.72,54.89,0.3383
2025-01-01T00:28:50.000000,44.47,1013.22,56.12,0.507
2025-01-01T00:29:00.000000,44.5,1014.55,54.57,0.3459
2025-01-01T00:29:10.000000,45.84,1012.37,58.83,0.3902
2025-01-01T00:29:20.000000,45.82,1014.43,60.21,0.0362
2025-01-01T00:29:30.000000,44.89,1010.31,59.71,0.5771
2025-01-01T00:29:40.000000,45.61,1012.27,57.02,0.3142
2025-01-01T00:29:50.000000,44.07,1013.25,53.93,0.8513
2025-01-01T00:30:00.000000,44.58,1014.33,57.08,0.5739
2025-01-01T00:30:10.000000,45.34,1013.76,57.88,0.6329
2025-01-01T00:30:20.000000,44.29,1012.42,62.78,0.5125
2025-01-01T00:30:30.000000,44.61,1009.69,52.68,0.1988
2025-01-01T00:30:40.000000,45.14,1012.23,61.49,0.6911
2025-01-01T00:30:50.000000,46.09,1015.6,57.74,0.5168
2025-01-01T00:31:00.000000,44.67,1014.63,57.8,0.6022
2025-01-01T00:31:10.000000,45.1,1012.51,55.25,0.3593
2025-01-01T00:31:20.000000,44.63,1016.33,61.5,0.5267
2025-01-01T00:31:30.000000,44.8,1014.74,54.61,0.1805
2025-01-01T00:31:40.000000,44.4,1013.64,62.04,0.1824
2025-01-01T00:31:50.000000,45.3,1010.9,62.32,0.4307
2025-01-01T00:32:00.000000,45.05,1015.32,60.49,0.4498
2025-01-01T00:32:10.000000,44.64,1012.77,55.93,0.6164
2025-01-01T00:32:20.000000,44.21,1016.18,58.58,0.623
2025-01-01T00:32:30.000000,44.69,1010.17,58.67,0.298
2025-01-01T00:32:40.000000,45.07,1015.54,54.29,0.7068
2025-01-01T00:32:50.000000,45.15,1010.77,54.45,0.3763
2025-01-01T00:33:00.000000,44.5,1016.52,57.51,0.15
2025-01-01T00:33:10.000000,44.76,1010.5,61.63,0.6754
2025-01-01T00:33:20.000000,45.44,1010.83,57.97,0.4198
2025-01-01T00:33:30.000000,45.45,1014.26,54.29,0.1027
2025-01-01T00:33:40.000000,44.72,1012.96,61.8,0.5226
2025-01-01T00:33:50.000000,44.68,1014.55,58.06,0.6298
2025-01-01T00:34:00.000000,44.75,1015.46,54.58,0.5026
2025-01-01T00:34:10.000000,44.6,1011.57,59.93,0.2316
2025-01-01T00:34:20.000000,45.52,1014.99,57.88,0.3255
2025-01-01T00:34:30.000000,43.51,1013.24,59.7,0.6273
2025-01-01T00:34:40.000000,45.01,1013.67,56.54,0.3358
2025-01-01T00:34:50.000000,44.88,1011.03,55.38,0.4837
2025-01-01T00:35:00.000000,43.91,1011.54,59.33,0.1229
2025-01-01T00:35:10.000000,44.25,1012.72,57.79,0.2274
2025-01-01T00:35:20.000000,44.42,1015.96,58.09,0.4254
2025-01-01T00:35:30.000000,44.74,1015.04,53.34,0.5686
2025-01-01T00:35:40.000000,44.42,1012.38,54.66,0.4996
2025-01-01T00:35:50.000000,43.92,1012.25,58.44,0.3174
2025-01-01T00:36:00.000000,44.31,1014.43,53.27,0.5362
2025-01-01T00:36:10.000000,44.78,1014.89,56.8,0.5552
2025-01-01T00:36:20.000000,44.17,1012.85,58.05,0.3876
2025-01-01T00:36:30.000000,44.81,1012.85,54.61,0.5475
2025-01-01T00:36:40.000000,45.59,1013.94,54.32,0.4219
2025-01-01T00:36:50.000000,45.44,1014.29,56.2,0.1789
2025-01-01T00:37:00.000000,44.33,1014.95,60.72,0.3602
2025-01-01T00:37:10.000000,44.6,1014.33,56.97,0.8162
2025-01-01T00:37:20.000000,44.09,1013.16,56.86,0.1329
2025-01-01T00:37:30.000000,44.49,1014.99,61.63,0.4639
2025-01-01T00:37:40.000000,44.19,1015.16,57.29,0.5735
2025-01-01T00:37:50.000000,44.14,1018.46,57.17,0.5734
2025-01-01T00:38:00.000000,44.73,1009.67,57.64,0.3298
2025-01-01T00:38:10.000000,44.89,1011.98,64.18,0.1687
2025-01-01T00:38:20.000000,45.0,1013.93,61.95,0.5803
2025-01-01T00:38:30.000000,45.02,1011.37,55.52,0.1906
2025-01-01T00:38:40.000000,44.06,1010.86,54.66,0.2833
2025-01-01T00:38:50.000000,44.93,1012.43,58.15,0.0029
2025-01-01T00:39:00.000000,44.88,1014.46,59.44,0.0569
2025-01-01T00:39:10.000000,44.05,1012.14,63.73,0.4487
2025-01-01T00:39:20.000000,43.11,1015.49,63.26,0.4988
2025-01-01T00:39:30.000000,43.96,1013.44,57.83,0.3855
2025-01-01T00:39:40.000000,44.66,1014.78,58.19,0.3899
2025-01-01T00:39:50.000000,44.79,1013.83,60.79,0.628
2025-01-01T00:40:00.000000,44.34,1014.47,56.17,0.3914
2025-01-01T00:40:10.000000,43.98,1009.89,62.43,0.4248
2025-01-01T00:40:20.000000,44.37,1012.07,64.74,0.3214
2025-01-01T00:40:30.000000,44.36,1010.19,60.61,0.579
2025-01-01T00:40:40.000000,44.67,1012.65,59.07,0.6908
2025-01-01T00:40:50.000000,44.02,1013.29,62.12,0.4122
2025-01-01T00:41:00.000000,43.65,1011.76,55.66,0.6901
2025-01-01T00:41:10.000000,43.52,1013.04,65.8,0.3028
2025-01-01T00:41:20.000000,44.43,1009.97,57.02,0.5435
2025-01-01T00:41:30.000000,43.89,1010.66,60.46,0.3333
2025-01-01T00:41:40.000000,43.55,1015.62,58.41,0.6288
2025-01-01T00:41:50.000000,44.24,1009.7,56.83,0.5746
2025-01-01T00:42:00.000000,43.88,1012.44,57.02,0.3606
2025-01-01T00:42:10.000000,43.93,1009.8,59.29,0.3623
2025-01-01T00:42:20.000000,44.11,1010.76,56.61,0.1875
2025-01-01T00:42:30.000000,43.62,1011.62,55.42,0.1171
2025-01-01T00:42:40.000000,44.85,1009.44,64.0,0.5208
2025-01-01T00:42:50.000000,43.45,1013.36,59.05,-0.0153
2025-01-01T00:43:00.000000,43.64,1012.35,59.35,0.7916
2025-01-01T00:43:10.000000,44.02,1013.37,62.73,0.2228
2025-01-01T00:43:20.000000,43.99,1011.32,68.17,0.1305
2025-01-01T00:43:30.000000,43.92,1015.25,58.45,0.2369
2025-01-01T00:43:40.000000,43.59,1010.37,56.54,0.0044
2025-01-01T00:43:50.000000,42.96,1014.38,50.26,0.425
2025-01-01T00:44:00.000000,43.21,1011.74,58.05,0.5446
2025-01-01T00:44:10.000000,43.2,1017.41,60.33,0.226
2025-01-01T00:44:20.000000,43.77,1013.58,61.83,0.7898
2025-01-01T00:44:30.000000,43.89,1010.66,57.26,0.2276
2025-01-01T00:44:40.000000,43.76,1011.27,62.21,0.5562
2025-01-01T00:44:50.000000,44.17,1015.1,57.15,0.3703
2025-01-01T00:45:00.000000,43.52,1011.03,61.95,0.4826
2025-01-01T00:45:10.000000,43.86,1016.27,55.55,0.3357
2025-01-01T00:45:20.000000,43.53,1013.01,63.65,0.2283
2025-01-01T00:45:30.000000,42.77,1013.4,54.76,0.2492
2025-01-01T00:45:40.000000,43.68,1012.51,57.19,0.7811
2025-01-01T00:45:50.000000,42.93,1010.9,59.88,0.4225
2025-01-01T00:46:00.000000,43.52,1012.72,59.58,0.2231
2025-01-01T00:46:10.000000,43.31,1010.99,57.44,0.4239
2025-01-01T00:46:20.000000,43.25,1016.7,61.16,0.4988
2025-01-01T00:46:30.000000,42.92,1013.66,61.69,0.1429
2025-01-01T00:46:40.000000,42.66,1011.85,63.34,0.6035
2025-01-01T00:46:50.000000,43.37,1013.97,58.33,0.5015
2025-01-01T00:47:00.000000,43.87,1011.7,62.38,0.379
2025-01-01T00:47:10.000000,43.92,1013.29,63.5,0.2964
2025-01-01T00:47:20.000000,42.04,1013.91,55.64,0.1984
2025-01-01T00:47:30.000000,43.03,1010.72,52.66,0.5914
2025-01-01T00:47:40.000000,42.75,1013.67,61.4,0.5186
2025-01-01T00:47:50.000000,43.67,1011.14,62.2,0.3714
2025-01-01T00:48:00.000000,43.1,1013.32,62.92,0.5455
2025-01-01T00:48:10.000000,43.93,1011.52,60.48,0.2201
2025-01-01T00:48:20.000000,42.78,1011.25,58.05,0.5871
2025-01-01T00:48:30.000000,42.55,1015.53,64.03,0.3124
2025-01-01T00:48:40.000000,42.05,1014.92,58.88,0.4365
2025-01-01T00:48:50.000000,42.69,1011.1,62.15,0.4205
2025-01-01T00:49:00.000000,42.91,1011.98,62.5,0.4576
2025-01-01T00:49:10.000000,42.81,1010.32,59.79,0.8002
2025-01-01T00:49:20.000000,42.87,1013.43,55.05,0.5834
2025-01-01T00:49:30.000000,41.82,1011.34,61.6,0.1301
2025-01-01T00:49:40.000000,41.87,1011.81,59.84,-0.0725
2025-01-01T00:49:50.000000,42.01,1013.03,57.68,0.4573
2025-01-01T00:50:00.000000,43.06,1016.23,60.08,0.561
2025-01-01T00:50:10.000000,42.64,1015.33,59.3,0.142
2025-01-01T00:50:20.000000,42.75,1010.72,60.93,0.3412
2025-01-01T00:50:30.000000,42.78,1016.92,58.6,0.2673
2025-01-01T00:50:40.000000,43.01,1015.32,60.03,0.5862
2025-01-01T00:50:50.000000,41.19,1010.87,57.68,0.6503
2025-01-01T00:51:00.000000,42.34,1010.86,60.33,0.3948
2025-01-01T00:51:10.000000,42.88,1012.69,62.3,0.4976
2025-01-01T00:51:20.000000,41.74,1012.52,57.99,0.5368
2025-01-01T00:51:30.000000,42.49,1014.28,58.27,-0.0273
2025-01-01T00:51:40.000000,41.56,1014.53,61.42,0.3087
2025-01-01T00:51:50.000000,42.46,1011.71,62.66,0.5547
2025-01-01T00:52:00.000000,42.27,1009.61,63.73,0.2994
2025-01-01T00:52:10.000000,41.84,1013.24,55.11,0.225
2025-01-01T00:52:20.000000,41.65,1014.07,59.73,0.2501
2025-01-01T00:52:30.000000,41.98,1015.39,58.86,0.2832
2025-01-01T00:52:40.000000,41.97,1013.65,59.28,0.0939
2025-01-01T00:52:50.000000,42.62,1012.99,56.13,0.5152
2025-01-01T00:53:00.000000,40.81,1012.88,62.95,0.4588
2025-01-01T00:53:10.000000,41.71,1015.81,58.31,0.2263
2025-01-01T00:53:20.000000,41.32,1012.39,59.68,0.5313
2025-01-01T00:53:30.000000,40.98,1016.72,60.87,0.4643
2025-01-01T00:53:40.000000,41.76,1012.86,53.45,0.4338
2025-01-01T00:53:50.000000,41.72,1013.87,55.12,0.6257
2025-01-01T00:54:00.000000,42.72,1012.12,56.13,0.8881
2025-01-01T00:54:10.000000,41.84,1015.39,56.55,0.5405
2025-01-01T00:54:20.000000,41.68,1014.79,61.78,0.5146
2025-01-01T00:54:30.000000,41.91,1010.84,53.43,0.5916
2025-01-01T00:54:40.000000,41.71,1014.47,59.98,0.0479
2025-01-01T00:54:50.000000,41.55,1012.49,62.16,0.2304
2025-01-01T00:55:00.000000,42.07,1010.3,66.39,0.5264
2025-01-01T00:55:10.000000,41.15,1014.46,56.34,0.5935
2025-01-01T00:55:20.000000,41.61,1013.88,59.37,0.4955
2025-01-01T00:55:30.000000,43.15,1015.17,63.27,0.6224
2025-01-01T00:55:40.000000,41.45,1014.53,60.5,0.8648
2025-01-01T00:55:50.000000,41.7,1013.64,58.8,0.7056
2025-01-01T00:56:00.000000,41.11,1013.1,65.4,0.5639
2025-01-01T00:56:10.000000,40.84,1010.5,61.43,0.2112
2025-01-01T00:56:20.000000,40.34,1013.89,62.12,0.3591
2025-01-01T00:56:30.000000,40.43,1012.75,57.4,0.584
2025-01-01T00:56:40.000000,40.36,1011.6,60.83,0.2727
2025-01-01T00:56:50.000000,40.71,1014.54,63.21,0.3812
2025-01-01T00:57:00.000000,40.19,1012.4,59.02,0.4743
2025-01-01T00:57:10.000000,40.94,1013.32,59.0,0.4789
2025-01-01T00:57:20.000000,39.72,1016.91,62.77,0.5971
2025-01-01T00:57:30.000000,40.62,1013.98,62.84,0.9272
2025-01-01T00:57:40.000000,40.8,1014.76,61.08,0.4457
2025-01-01T00:57:50.000000,40.65,1012.3,58.1,0.2921
2025-01-01T00:58:00.000000,40.14,1015.6,59.11,0.5222
2025-01-01T00:58:10.000000,40.43,1010.94,63.0,0.7714
2025-01-01T00:58:20.000000,40.57,1013.93,60.72,0.2963
2025-01-01T00:58:30.000000,40.74,1014.9,63.47,0.5675
2025-01-01T00:58:40.000000,40.31,1013.19,57.96,0.6282
2025-01-01T00:58:50.000000,39.88,1014.26,56.47,0.3296
2025-01-01T00:59:00.000000,41.29,1008.93,66.32,0.336
2025-01-01T00:59:10.000000,39.32,1013.52,61.99,0.5453
2025-01-01T00:59:20.000000,40.3,1012.68,60.67,0.3818
2025-01-01T00:59:30.000000,40.49,1014.46,58.06,0.4604
2025-01-01T00:59:40.000000,39.72,1015.89,59.26,0.7692
2025-01-01T00:59:50.000000,40.34,1012.72,55.35,0.8012
2025-01-01T01:00:00.000000,40.18,1015.93,59.26,0.459
2025-01-01T01:00:10.000000,39.92,1010.67,56.76,0.1886
2025-01-01T01:00:20.000000,38.95,1014.64,63.95,0.3376
2025-01-01T01:00:30.000000,39.86,1012.12,57.14,0.5477
2025-01-01T01:00:40.000000,40.39,1014.16,57.62,0.7611
2025-01-01T01:00:50.000000,39.95,1011.22,61.32,0.7359
2025-01-01T01:01:00.000000,39.9,1013.35,58.84,0.7159
2025-01-01T01:01:10.000000,40.05,1011.05,61.19,0.4959
2025-01-01T01:01:20.000000,40.38,1014.12,59.46,0.4659
2025-01-01T01:01:30.000000,39.92,1015.92,58.83,0.926
2025-01-01T01:01:40.000000,38.86,1013.18,52.32,0.2566
2025-01-01T01:01:50.000000,39.44,1012.37,63.28,0.5553
2025-01-01T01:02:00.000000,40.02,1016.35,59.05,0.4504
2025-01-01T01:02:10.000000,39.83,1015.22,64.07,0.5273
2025-01-01T01:02:20.000000,39.27,1013.07,58.28,0.4558
2025-01-01T01:02:30.000000,38.79,1014.54,59.78,0.3398
2025-01-01T01:02:40.000000,39.5,1015.69,64.98,0.537
2025-01-01T01:02:50.000000,39.12,1014.33,57.77,0.3684
2025-01-01T01:03:00.000000,39.22,1011.24,57.04,0.8006
2025-01-01T01:03:10.000000,39.14,1015.6,62.2,0.5342
2025-01-01T01:03:20.000000,39.48,1012.16,60.69,0.5837
2025-01-01T01:03:30.000000,39.16,1010.99,59.7,0.69
2025-01-01T01:03:40.000000,38.79,1011.63,61.15,0.2463
2025-01-01T01:03:50.000000,38.83,1014.72,60.29,0.6533
2025-01-01T01:04:00.000000,38.85,1016.36,58.67,0.6185
2025-01-01T01:04:10.000000,38.89,1011.08,65.15,0.5432
2025-01-01T01:04:20.000000,39.75,1008.6,61.33,0.6791
2025-01-01T01:04:30.000000,38.59,1011.11,58.45,0.8191
2025-01-01T01:04:40.000000,38.38,1010.13,60.05,0.5365
2025-01-01T01:04:50.000000,38.7,1010.64,59.87,0.3497
2025-01-01T01:05:00.000000,38.42,1011.16,59.57,0.5373
2025-01-01T01:05:10.000000,37.65,1011.25,56.57,0.8604
2025-01-01T01:05:20.000000,38.4,1014.56,57.16,0.5178
2025-01-01T01:05:30.000000,38.07,1018.25,59.52,0.3856
2025-01-01T01:05:40.000000,38.56,1012.38,67.53,0.7664
2025-01-01T01:05:50.000000,38.24,1014.21,58.91,0.354
2025-01-01T01:06:00.000000,38.22,1014.48,57.94,0.5141
2025-01-01T01:06:10.000000,39.15,1011.68,56.28,0.9334
2025-01-01T01:06:20.000000,38.54,1015.68,64.4,0.4423
2025-01-01T01:06:30.000000,38.35,1013.66,57.96,0.4009
2025-01-01T01:06:40.000000,38.4,1009.9,59.61,0.0661
2025-01-01T01:06:50.000000,38.74,1011.19,56.21,0.7978
2025-01-01T01:07:00.000000,37.93,1016.75,63.23,0.6469
2025-01-01T01:07:10.000000,37.37,1011.86,61.85,0.7035
2025-01-01T01:07:20.000000,38.18,1009.61,54.7,0.2619
2025-01-01T01:07:30.000000,37.99,1009.73,59.03,0.4858
2025-01-01T01:07:40.000000,38.32,1013.83,58.66,0.7566
2025-01-01T01:07:50.000000,38.66,1011.02,64.38,0.3419
2025-01-01T01:08:00.000000,37.83,1013.47,63.44,0.6969
2025-01-01T01:08:10.000000,37.19,1013.56,60.0,0.6832
2025-01-01T01:08:20.000000,37.85,1012.1,60.86,0.2898
