timestamp,oil_litres,grain_tonnes,container_count
2025-01-03T00:00:00.000000,575143.0,1540.6,41.0
2025-01-03T01:00:00.000000,543944.0,1485.7,41.0
2025-01-03T02:00:00.000000,556777.0,1579.4,54.0
2025-01-03T03:00:00.000000,251145.0,1714.5,48.0
2025-01-03T04:00:00.000000,639365.0,1800.7,36.0
2025-01-03T05:00:00.000000,411595.0,1269.0,57.0
2025-01-03T06:00:00.000000,628977.0,2102.0,56.0
2025-01-03T07:00:00.000000,514080.0,1686.2,52.0
2025-01-03T08:00:00.000000,794574.0,2069.5,49.0
2025-01-03T09:00:00.000000,410862.0,2819.9,46.0
2025-01-03T10:00:00.000000,747024.0,2424.8,44.0
2025-01-03T11:00:00.000000,689844.0,1858.5,42.0
2025-01-03T12:00:00.000000,681961.0,2465.6,45.0
2025-01-03T13:00:00.000000,442192.0,2221.6,46.0
2025-01-03T14:00:00.000000,732601.0,2281.6,42.0
2025-01-03T15:00:00.000000,801463.0,1758.2,51.0
2025-01-03T16:00:00.000000,488036.0,3096.8,55.0
2025-01-03T17:00:00.000000,446231.0,1422.0,59.0
2025-01-03T18:00:00.000000,328027.0,1757.5,56.0
2025-01-03T19:00:00.000000,411188.0,5719.7,42.0
2025-01-03T20:00:00.000000,328542.0,2332.9,54.0
2025-01-03T21:00:00.000000,594670.0,1187.8,57.0
2025-01-03T22:00:00.000000,1162020.0,2877.4,59.0
2025-01-03T23:00:00.000000,531994.0,1486.9,53.0
2025-01-04T00:00:00.000000,757099.0,1624.1,54.0
2025-01-04T01:00:00.000000,547020.0,1459.7,51.0
2025-01-04T02:00:00.000000,499191.0,3163.6,49.0
2025-01-04T03:00:00.000000,376382.0,1127.9,51.0
2025-01-04T04:00:00.000000,579758.0,1796.6,52.0
2025-01-04T05:00:00.000000,525025.0,1054.1,43.0
2025-01-04T06:00:00.000000,479140.0,2081.1,55.0
2025-01-04T07:00:00.000000,437022.0,2591.1,38.0
2025-01-04T08:00:00.000000,503817.0,2300.7,61.0
2025-01-04T09:00:00.000000,254023.0,1189.4,64.0
2025-01-04T10:00:00.000000,592451.0,2771.6,51.0
2025-01-04T11:00:00.000000,221938.0,1339.8,54.0
2025-01-04T12:00:00.000000,852012.0,1848.3,49.0
2025-01-04T13:00:00.000000,686015.0,1697.9,30.0
2025-01-04T14:00:00.000000,735962.0,2585.1,67.0
2025-01-04T15:00:00.000000,518987.0,2111.3,40.0
2025-01-04T16:00:00.000000,661402.0,2386.8,60.0
2025-01-04T17:00:00.000000,422289.0,1362.7,52.0
2025-01-04T18:00:00.000000,532072.0,2950.4,72.0
2025-01-04T19:00:00.000000,425123.0,1543.5,48.0
2025-01-04T20:00:00.000000,421670.0,3591.2,50.0
2025-01-04T21:00:00.000000,421125.0,1173.7,50.0
2025-01-04T22:00:00.000000,507748.0,1653.1,54.0
2025-01-04T23:00:00.000000,501126.0,1146.5,49.0
2025-01-05T00:00:00.000000,823032.0,1564.2,58.0
2025-01-05T01:00:00.000000,351748.0,4303.5,52.0
2025-01-05T02:00:00.000000,394811.0,2373.6,44.0
2025-01-05T03:00:00.000000,450310.0,1773.2,48.0
2025-01-05T04:00:00.000000,426642.0,1650.1,48.0
2025-01-05T05:00:00.000000,393373.0,2263.9,62.0
2025-01-05T06:00:00.000000,333543.0,2051.0,68.0
2025-01-05T07:00:00.000000,504777.0,1890.5,49.0
2025-01-05T08:00:00.000000,243264.0,1411.8,49.0
2025-01-05T09:00:00.000000,548176.0,475.8,46.0
2025-01-05T10:00:00.000000,482879.0,2342.5,37.0
2025-01-05T11:00:00.000000,543470.0,2677.7,48.0
2025-01-05T12:00:00.000000,344128.0,3146.0,49.0
2025-01-05T13:00:00.000000,356615.0,871.1,44.0
2025-01-05T14:00:00.000000,551770.0,2432.7,46.0
2025-01-05T15:00:00.000000,673646.0,1124.9,62.0
2025-01-05T16:00:00.000000,407095.0,1680.6,36.0
2025-01-05T17:00:00.000000,659153.0,2226.1,56.0
2025-01-05T18:00:00.000000,504121.0,1699.1,40.0
2025-01-05T19:00:00.000000,477280.0,1703.7,51.0
2025-01-05T20:00:00.000000,438103.0,706.8,36.0
2025-01-05T21:00:00.000000,474700.0,1295.1,52.0
2025-01-05T22:00:00.000000,540325.0,1475.6,67.0
2025-01-05T23:00:00.000000,517635.0,2249.9,41.0
2025-01-06T00:00:00.000000,523464.0,2290.3,65.0
2025-01-06T01:00:00.000000,842383.0,895.9,56.0
2025-01-06T02:00:00.000000,341073.0,2657.7,51.0
2025-01-06T03:00:00.000000,395041.0,4540.8,52.0
2025-01-06T04:00:00.000000,265098.0,3040.3,41.0
2025-01-06T05:00:00.000000,787248.0,2442.2,41.0
2025-01-06T06:00:00.000000,717970.0,1161.4,48.0
2025-01-06T07:00:00.000000,630741.0,1292.9,55.0
2025-01-06T08:00:00.000000,468341.0,1732.7,50.0
2025-01-06T09:00:00.000000,778619.0,1036.4,42.0
2025-01-06T10:00:00.000000,707410.0,2508.4,48.0
2025-01-06T11:00:00.000000,623396.0,1069.7,48.0
2025-01-06T12:00:00.000000,618298.0,1948.3,44.0
2025-01-06T13:00:00.000000,379313.0,1724.7,39.0
2025-01-06T14:00:00.000000,770502.0,1240.8,62.0
2025-01-06T15:00:00.000000,470786.0,1520.3,51.0
2025-01-06T16:00:00.000000,655006.0,1501.0,38.0
2025-01-06T17:00:00.000000,917580.0,1362.3,41.0
2025-01-06T18:00:00.000000,557946.0,2179.7,49.0
2025-01-06T19:00:00.000000,589787.0,1673.0,58.0
2025-01-06T20:00:00.000000,654968.0,1171.1,56.0
2025-01-06T21:00:00.000000,558283.0,1803.3,47.0
2025-01-06T22:00:00.000000,796392.0,2149.7,50.0
2025-01-06T23:00:00.000000,753723.0,1430.1,40.0
2025-01-07T00:00:00.000000,352510.0,2697.0,58.0
2025-01-07T01:00:00.000000,389662.0,1788.0,51.0
2025-01-07T02:00:00.000000,432250.0,2090.7,51.0
2025-01-07T03:00:00.000000,572465.0,2338.2,43.0
2025-01-07T04:00:00.000000,811312.0,2294.7,41.0
2025-01-07T05:00:00.000000,673660.0,2864.7,34.0
2025-01-07T06:00:00.000000,770610.0,2738.0,72.0
2025-01-07T07:00:00.000000,357238.0,1869.2,52.0
2025-01-07T08:00:00.000000,571176.0,1500.1,45.0
2025-01-07T09:00:00.000000,410730.0,1657.4,58.0
2025-01-07T10:00:00.000000,472394.0,2247.2,60.0
2025-01-07T11:00:00.000000,436560.0,1365.3,44.0
2025-01-07T12:00:00.000000,692620.0,2562.0,56.0
2025-01-07T13:00:00.000000,591213.0,1293.3,43.0
2025-01-07T14:00:00.000000,643998.0,685.8,40.0
2025-01-07T15:00:00.000000,305884.0,1400.2,57.0
2025-01-07T16:00:00.000000,191707.0,2989.7,54.0
2025-01-07T17:00:00.000000,354154.0,1291.8,46.0
2025-01-07T18:00:00.000000,399562.0,1596.0,45.0
2025-01-07T19:00:00.000000,281856.0,579.1,62.0
2025-01-07T20:00:00.000000,609763.0,2099.9,44.0
2025-01-07T21:00:00.000000,455563.0,1201.6,54.0
2025-01-07T22:00:00.000000,399313.0,3004.7,58.0
2025-01-07T23:00:00.000000,641180.0,1976.7,51.0
2025-01-08T00:00:00.000000,451523.0,1894.8,53.0
2025-01-08T01:00:00.000000,327613.0,2062.7,44.0
2025-01-08T02:00:00.000000,825619.0,1728.9,47.0
2025-01-08T03:00:00.000000,555097.0,1318.5,58.0
2025-01-08T04:00:00.000000,545585.0,837.9,43.0
2025-01-08T05:00:00.000000,378491.0,1700.6,45.0
2025-01-08T06:00:00.000000,525446.0,4207.9,44.0
2025-01-08T07:00:00.000000,495703.0,1189.6,59.0
2025-01-08T08:00:00.000000,544272.0,1276.8,48.0
2025-01-08T09:00:00.000000,674094.0,1351.0,45.0
2025-01-08T10:00:00.000000,532068.0,3529.3,41.0
2025-01-08T11:00:00.000000,740760.0,1343.3,49.0
2025-01-08T12:00:00.000000,455786.0,2576.6,58.0
2025-01-08T13:00:00.000000,355312.0,2722.0,46.0
2025-01-08T14:00:00.000000,444144.0,2246.9,53.0
2025-01-08T15:00:00.000000,316704.0,1687.9,49.0
2025-01-08T16:00:00.000000,491403.0,1824.4,40.0
2025-01-08T17:00:00.000000,445494.0,2755.1,55.0
2025-01-08T18:00:00.000000,445235.0,1024.0,48.0
2025-01-08T19:00:00.000000,584468.0,1607.2,52.0
2025-01-08T20:00:00.000000,415269.0,2220.7,44.0
2025-01-08T21:00:00.000000,605647.0,2237.5,54.0
2025-01-08T22:00:00.000000,774856.0,1673.8,55.0
2025-01-08T23:00:00.000000,461002.0,1684.8,50.0
2025-01-09T00:00:00.000000,668510.0,1491.4,60.0
2025-01-09T01:00:00.000000,569768.0,1595.9,42.0
2025-01-09T02:00:00.000000,505589.0,1952.0,44.0
2025-01-09T03:00:00.000000,539507.0,3013.3,29.0
2025-01-09T04:00:00.000000,631006.0,1752.8,62.0
2025-01-09T05:00:00.000000,579548.0,3411.3,46.0
2025-01-09T06:00:00.000000,624148.0,2458.2,52.0
2025-01-09T07:00:00.000000,349627.0,1901.9,51.0
2025-01-09T08:00:00.000000,579476.0,1697.3,56.0
2025-01-09T09:00:00.000000,362389.0,1842.0,44.0
2025-01-09T10:00:00.000000,450684.0,1414.6,51.0
2025-01-09T11:00:00.000000,557584.0,2123.7,46.0
2025-01-09T12:00:00.000000,470676.0,1369.5,64.0
2025-01-09T13:00:00.000000,541885.0,1420.9,34.0
2025-01-09T14:00:00.000000,613832.0,2718.3,53.0
2025-01-09T15:00:00.000000,389489.0,1724.1,51.0
2025-01-09T16:00:00.000000,529635.0,1357.8,37.0
2025-01-09T17:00:00.000000,827871.0,1356.0,54.0
2025-01-09T18:00:00.000000,576115.0,1840.8,54.0
2025-01-09T19:00:00.000000,405061.0,1740.5,48.0
2025-01-09T20:00:00.000000,534585.0,1613.1,44.0
2025-01-09T21:00:00.000000,389181.0,1829.4,52.0
2025-01-09T22:00:00.000000,582175.0,1889.1,54.0
2025-01-09T23:00:00.000000,714313.0,3062.0,45.0
2025-01-10T00:00:00.000000,533071.0,3322.3,58.0
2025-01-10T01:00:00.000000,429992.0,1832.4,44.0
2025-01-10T02:00:00.000000,585812.0,1440.5,53.0
2025-01-10T03:00:00.000000,470619.0,2961.4,35.0
2025-01-10T04:00:00.000000,545467.0,3218.6,52.0
2025-01-10T05:00:00.000000,330149.0,5509.0,66.0
2025-01-10T06:00:00.000000,699435.0,1958.5,46.0
2025-01-10T07:00:00.000000,767437.0,1753.4,49.0
2025-01-10T08:00:00.000000,703414.0,2212.2,37.0
2025-01-10T09:00:00.000000,558356.0,1655.3,61.0
2025-01-10T10:00:00.000000,322517.0,2435.1,56.0
2025-01-10T11:00:00.000000,672923.0,4453.6,48.0
2025-01-10T12:00:00.000000,338308.0,2583.7,35.0
2025-01-10T13:00:00.000000,440433.0,1067.1,34.0
2025-01-10T14:00:00.000000,410034.0,2461.1,53.0
2025-01-10T15:00:00.000000,433993.0,1740.6,40.0
2025-01-10T16:00:00.000000,694864.0,3159.6,45.0
2025-01-10T17:00:00.000000,312491.0,2450.0,38.0
2025-01-10T18:00:00.000000,433656.0,1528.9,46.0
2025-01-10T19:00:00.000000,567525.0,3270.3,49.0
2025-01-10T20:00:00.000000,443142.0,1140.2,47.0
2025-01-10T21:00:00.000000,576045.0,944.3,37.0
2025-01-10T22:00:00.000000,437824.0,1366.3,56.0
2025-01-10T23:00:00.000000,740775.0,1300.7,59.0
2025-01-11T00:00:00.000000,862834.0,3721.4,43.0
2025-01-11T01:00:00.000000,805570.0,2481.1,39.0
2025-01-11T02:00:00.000000,386224.0,2251.9,48.0
2025-01-11T03:00:00.000000,364517.0,3525.7,48.0
2025-01-11T04:00:00.000000,846948.0,1143.1,50.0
2025-01-11T05:00:00.000000,386221.0,1156.7,51.0
2025-01-11T06:00:00.000000,466050.0,3153.8,52.0
2025-01-11T07:00:00.000000,693901.0,1483.2,53.0
2025-01-11T08:00:00.000000,588908.0,2163.9,33.0
2025-01-11T09:00:00.000000,341309.0,1841.3,46.0
2025-01-11T10:00:00.000000,553042.0,1311.4,46.0
2025-01-11T11:00:00.000000,651574.0,2125.0,49.0
2025-01-11T12:00:00.000000,333171.0,1337.9,50.0
2025-01-11T13:00:00.000000,327972.0,1947.7,63.0
2025-01-11T14:00:00.000000,402188.0,2220.8,51.0
2025-01-11T15:00:00.000000,750863.0,1842.7,56.0
2025-01-11T16:00:00.000000,415832.0,2239.0,55.0
2025-01-11T17:00:00.000000,571103.0,2897.2,42.0
2025-01-11T18:00:00.000000,799461.0,911.8,66.0
2025-01-11T19:00:00.000000,613165.0,1119.9,47.0
2025-01-11T20:00:00.000000,656445.0,1251.8,35.0
2025-01-11T21:00:00.000000,467340.0,2858.1,47.0
2025-01-11T22:00:00.000000,555274.0,1875.2,41.0
2025-01-11T23:00:00.000000,988196.0,2599.1,44.0
2025-01-12T00:00:00.000000,492641.0,3558.8,37.0
2025-01-12T01:00:00.000000,757365.0,3556.2,52.0
2025-01-12T02:00:00.000000,364586.0,2040.7,38.0
2025-01-12T03:00:00.000000,525261.0,3756.8,58.0
2025-01-12T04:00:00.000000,631692.0,1134.3,50.0
2025-01-12T05:00:00.000000,660855.0,2001.9,53.0
2025-01-12T06:00:00.000000,365493.0,2099.1,37.0
2025-01-12T07:00:00.000000,427341.0,1779.8,55.0
2025-01-12T08:00:00.000000,377057.0,2226.1,48.0
2025-01-12T09:00:00.000000,813370.0,1232.2,54.0
2025-01-12T10:00:00.000000,240741.0,1900.9,45.0
2025-01-12T11:00:00.000000,317406.0,1638.6,49.0
2025-01-12T12:00:00.000000,531727.0,1198.1,37.0
2025-01-12T13:00:00.000000,459099.0,1022.2,42.0
2025-01-12T14:00:00.000000,391810.0,1190.4,59.0
2025-01-12T15:00:00.000000,596155.0,1570.0,62.0
2025-01-12T16:00:00.000000,469015.0,2085.2,47.0
2025-01-12T17:00:00.000000,355186.0,2271.0,49.0
2025-01-12T18:00:00.000000,755017.0,1476.2,46.0
2025-01-12T19:00:00.000000,744674.0,1363.0,55.0
2025-01-12T20:00:00.000000,440158.0,2190.9,50.0
2025-01-12T21:00:00.000000,603530.0,1586.2,55.0
2025-01-12T22:00:00.000000,640330.0,4670.9,49.0
2025-01-12T23:00:00.000000,576497.0,1635.0,55.0
2025-01-13T00:00:00.000000,586404.0,1794.2,61.0
2025-01-13T01:00:00.000000,571519.0,1031.9,42.0
2025-01-13T02:00:00.000000,826724.0,4299.4,47.0
2025-01-13T03:00:00.000000,640561.0,3234.4,56.0
2025-01-13T04:00:00.000000,421653.0,2009.7,42.0
2025-01-13T05:00:00.000000,695076.0,3013.3,50.0
2025-01-13T06:00:00.000000,401981.0,2344.6,48.0
2025-01-13T07:00:00.000000,422999.0,1682.6,45.0
2025-01-13T08:00:00.000000,506317.0,1476.9,60.0
2025-01-13T09:00:00.000000,829631.0,2352.9,52.0
2025-01-13T10:00:00.000000,373836.0,3297.2,59.0
2025-01-13T11:00:00.000000,462914.0,2764.8,40.0
2025-01-13T12:00:00.000000,409671.0,1748.0,50.0
2025-01-13T13:00:00.000000,239274.0,2994.5,37.0
2025-01-13T14:00:00.000000,468607.0,1584.5,52.0
2025-01-13T15:00:00.000000,365133.0,2925.9,60.0
2025-01-13T16:00:00.000000,458055.0,1699.6,47.0
2025-01-13T17:00:00.000000,524168.0,3880.2,40.0
2025-01-13T18:00:00.000000,584095.0,3547.4,51.0
2025-01-13T19:00:00.000000,441886.0,4277.1,55.0
2025-01-13T20:00:00.000000,636197.0,2237.3,44.0
2025-01-13T21:00:00.000000,369560.0,954.9,43.0
2025-01-13T22:00:00.000000,474919.0,1997.0,48.0
2025-01-13T23:00:00.000000,321075.0,2609.9,57.0
2025-01-14T00:00:00.000000,898414.0,1878.6,51.0
2025-01-14T01:00:00.000000,639090.0,1494.9,51.0
2025-01-14T02:00:00.000000,550438.0,1328.3,46.0
2025-01-14T03:00:00.000000,555281.0,1710.7,45.0
2025-01-14T04:00:00.000000,449467.0,1795.0,44.0
2025-01-14T05:00:00.000000,447585.0,3181.5,57.0
2025-01-14T06:00:00.000000,436396.0,2090.9,46.0
2025-01-14T07:00:00.000000,634794.0,2373.6,50.0
2025-01-14T08:00:00.000000,468961.0,2646.2,53.0
2025-01-14T09:00:00.000000,534532.0,2086.4,58.0
2025-01-14T10:00:00.000000,481251.0,2256.1,56.0
2025-01-14T11:00:00.000000,407849.0,1391.0,45.0
2025-01-14T12:00:00.000000,527100.0,2630.4,57.0
2025-01-14T13:00:00.000000,475079.0,2029.5,55.0
2025-01-14T14:00:00.000000,370780.0,1619.5,49.0
2025-01-14T15:00:00.000000,815611.0,2031.9,38.0
2025-01-14T16:00:00.000000,839121.0,1268.1,52.0
2025-01-14T17:00:00.000000,444318.0,1576.1,54.0
2025-01-14T18:00:00.000000,547784.0,1690.8,49.0
2025-01-14T19:00:00.000000,758880.0,3371.6,43.0
2025-01-14T20:00:00.000000,379585.0,1944.1,47.0
2025-01-14T21:00:00.000000,411744.0,1505.0,53.0
2025-01-14T22:00:00.000000,558830.0,3602.5,54.0
2025-01-14T23:00:00.000000,385314.0,3753.1,39.0
2025-01-15T00:00:00.000000,465611.0,1679.1,47.0
2025-01-15T01:00:00.000000,657300.0,3333.8,57.0
2025-01-15T02:00:00.000000,844539.0,1658.0,55.0
2025-01-15T03:00:00.000000,527824.0,1388.1,49.0
2025-01-15T04:00:00.000000,365353.0,1717.8,48.0
2025-01-15T05:00:00.000000,618831.0,1455.3,44.0
2025-01-15T06:00:00.000000,350532.0,1282.9,50.0
2025-01-15T07:00:00.000000,373101.0,2101.3,56.0
2025-01-15T08:00:00.000000,509360.0,1157.2,53.0
2025-01-15T09:00:00.000000,630503.0,1716.2,59.0
2025-01-15T10:00:00.000000,297973.0,1557.2,53.0
2025-01-15T11:00:00.000000,402762.0,1687.3,44.0
2025-01-15T12:00:00.000000,604130.0,1732.6,52.0
2025-01-15T13:00:00.000000,691259.0,2049.3,68.0
2025-01-15T14:00:00.000000,655245.0,2351.5,54.0
2025-01-15T15:00:00.000000,409431.0,3978.4,46.0
2025-01-15T16:00:00.000000,739829.0,2147.2,42.0
2025-01-15T17:00:00.000000,443043.0,1709.7,61.0
2025-01-15T18:00:00.000000,481963.0,2825.9,48.0
2025-01-15T19:00:00.000000,405167.0,1056.5,54.0
2025-01-15T20:00:00.000000,419807.0,2862.6,53.0
2025-01-15T21:00:00.000000,554231.0,1295.5,47.0
2025-01-15T22:00:00.000000,566239.0,2750.3,48.0
2025-01-15T23:00:00.000000,795100.0,3945.0,47.0
2025-01-16T00:00:00.000000,379577.0,1185.4,51.0
2025-01-16T01:00:00.000000,465363.0,3043.5,48.0
2025-01-16T02:00:00.000000,628011.0,1682.5,48.0
2025-01-16T03:00:00.000000,480720.0,955.0,52.0
2025-01-16T04:00:00.000000,519730.0,2109.8,40.0
2025-01-16T05:00:00.000000,550983.0,2193.7,47.0
2025-01-16T06:00:00.000000,542409.0,2038.8,41.0
2025-01-16T07:00:00.000000,822407.0,2149.0,38.0
2025-01-16T08:00:00.000000,958866.0,3231.9,52.0
2025-01-16T09:00:00.000000,864115.0,1711.8,41.0
2025-01-16T10:00:00.000000,553840.0,2237.4,50.0
2025-01-16T11:00:00.000000,602341.0,2161.0,40.0
2025-01-16T12:00:00.000000,911615.0,2212.6,59.0
2025-01-16T13:00:00.000000,678824.0,2147.4,51.0
2025-01-16T14:00:00.000000,447417.0,478.2,44.0
2025-01-16T15:00:00.000000,523700.0,2191.0,62.0
2025-01-16T16:00:00.000000,503545.0,1150.4,58.0
2025-01-16T17:00:00.000000,405865.0,1103.8,49.0
2025-01-16T18:00:00.000000,513969.0,4748.3,46.0
2025-01-16T19:00:00.000000,518847.0,819.8,46.0
2025-01-16T20:00:00.000000,433261.0,3345.7,49.0
2025-01-16T21:00:00.000000,527157.0,1283.9,46.0
2025-01-16T22:00:00.000000,436178.0,1865.4,50.0
2025-01-16T23:00:00.000000,761169.0,1407.6,43.0
2025-01-17T00:00:00.000000,283752.0,2100.6,51.0
2025-01-17T01:00:00.000000,309273.0,3273.3,55.0
2025-01-17T02:00:00.000000,407376.0,2066.5,51.0
2025-01-17T03:00:00.000000,284912.0,2259.5,38.0
2025-01-17T04:00:00.000000,487823.0,1321.5,42.0
2025-01-17T05:00:00.000000,369246.0,1774.1,45.0
2025-01-17T06:00:00.000000,469266.0,899.0,52.0
2025-01-17T07:00:00.000000,666123.0,1744.9,44.0
2025-01-17T08:00:00.000000,754301.0,2820.7,43.0
2025-01-17T09:00:00.000000,392549.0,1199.6,41.0
2025-01-17T10:00:00.000000,420152.0,1184.1,56.0
2025-01-17T11:00:00.000000,388320.0,2698.9,47.0
2025-01-17T12:00:00.000000,418488.0,1555.3,59.0
2025-01-17T13:00:00.000000,337837.0,1164.6,56.0
2025-01-17T14:00:00.000000,364769.0,2289.7,42.0
2025-01-17T15:00:00.000000,573651.0,2324.1,43.0
2025-01-17T16:00:00.000000,670757.0,1771.8,52.0
2025-01-17T17:00:00.000000,432565.0,2164.9,48.0
2025-01-17T18:00:00.000000,305341.0,1693.1,53.0
2025-01-17T19:00:00.000000,293098.0,1428.9,44.0
2025-01-17T20:00:00.000000,490821.0,2369.7,56.0
2025-01-17T21:00:00.000000,433764.0,1143.7,44.0
2025-01-17T22:00:00.000000,460519.0,1265.9,57.0
2025-01-17T23:00:00.000000,563702.0,2192.9,42.0
2025-01-18T00:00:00.000000,423798.0,1501.4,50.0
2025-01-18T01:00:00.000000,477584.0,2357.8,64.0
2025-01-18T02:00:00.000000,459430.0,1969.6,45.0
2025-01-18T03:00:00.000000,444633.0,2040.3,45.0
2025-01-18T04:00:00.000000,340187.0,1977.8,62.0
2025-01-18T05:00:00.000000,288925.0,4595.5,50.0
2025-01-18T06:00:00.000000,387772.0,1525.8,46.0
2025-01-18T07:00:00.000000,343576.0,1462.3,60.0
2025-01-18T08:00:00.000000,368406.0,1341.9,39.0
2025-01-18T09:00:00.000000,509627.0,2087.6,48.0
2025-01-18T10:00:00.000000,470151.0,3831.0,49.0
2025-01-18T11:00:00.000000,778643.0,1482.9,59.0
2025-01-18T12:00:00.000000,331944.0,5709.9,54.0
2025-01-18T13:00:00.000000,496677.0,1878.4,55.0
2025-01-18T14:00:00.000000,685931.0,1537.2,48.0
2025-01-18T15:00:00.000000,402399.0,2662.6,41.0
2025-01-18T16:00:00.000000,759820.0,2900.7,59.0
2025-01-18T17:00:00.000000,385308.0,1768.9,52.0
2025-01-18T18:00:00.000000,524036.0,2691.7,62.0
2025-01-18T19:00:00.000000,609337.0,2156.9,56.0
2025-01-18T20:00:00.000000,608463.0,1643.5,55.0
2025-01-18T21:00:00.000000,496645.0,4646.1,47.0
2025-01-18T22:00:00.000000,355837.0,1547.7,46.0
2025-01-18T23:00:00.000000,1110158.0,1478.1,48.0
2025-01-19T00:00:00.000000,568065.0,1334.4,48.0
2025-01-19T01:00:00.000000,325133.0,2662.7,49.0
2025-01-19T02:00:00.000000,577343.0,3022.9,62.0
2025-01-19T03:00:00.000000,523033.0,1633.5,46.0
2025-01-19T04:00:00.000000,614651.0,1691.9,60.0
2025-01-19T05:00:00.000000,550390.0,3107.7,60.0
2025-01-19T06:00:00.000000,309667.0,1850.5,38.0
2025-01-19T07:00:00.000000,382913.0,3267.7,54.0
2025-01-19T08:00:00.000000,436274.0,3376.0,49.0
2025-01-19T09:00:00.000000,406379.0,2864.5,49.0
2025-01-19T10:00:00.000000,563500.0,2788.7,45.0
2025-01-19T11:00:00.000000,673790.0,1496.0,43.0
2025-01-19T12:00:00.000000,333644.0,3311.4,48.0
2025-01-19T13:00:00.000000,413500.0,670.5,74.0
2025-01-19T14:00:00.000000,472493.0,2160.8,58.0
2025-01-19T15:00:00.000000,296224.0,1948.9,33.0
2025-01-19T16:00:00.000000,447305.0,3661.9,54.0
2025-01-19T17:00:00.000000,305598.0,4899.8,57.0
2025-01-19T18:00:00.000000,493133.0,1463.8,48.0
2025-01-19T19:00:00.000000,426668.0,2163.5,51.0
2025-01-19T20:00:00.000000,492202.0,1695.9,51.0
2025-01-19T21:00:00.000000,614645.0,1446.6,52.0
2025-01-19T22:00:00.000000,919438.0,2048.4,50.0
2025-01-19T23:00:00.000000,803045.0,2315.2,55.0
2025-01-20T00:00:00.000000,395982.0,1946.3,56.0
2025-01-20T01:00:00.000000,495566.0,1982.7,55.0
2025-01-20T02:00:00.000000,644847.0,945.3,37.0
2025-01-20T03:00:00.000000,584773.0,1943.5,49.0
2025-01-20T04:00:00.000000,357203.0,861.4,40.0
2025-01-20T05:00:00.000000,556917.0,1736.5,47.0
2025-01-20T06:00:00.000000,399027.0,2481.3,46.0
2025-01-20T07:00:00.000000,425505.0,1970.5,50.0
2025-01-20T08:00:00.000000,786950.0,2737.6,51.0
